Entry_Time,Type,Net_Pts,PnL_INR,Reason
2025-09-01 14:05:35.017,LONG,-1.5999999999985448,-719.9999999993452,TIME
2025-09-01 14:38:57.712,SHORT,-5.5,-2475.0,TIME
2025-09-01 15:06:07.298,LONG,2.399999999997817,1079.9999999990177,TIME
2025-09-02 09:16:21.212,LONG,-11.0,-4950.0,STOP_FLIP
2025-09-02 09:17:09.832,SHORT,12.099999999998545,5444.999999999345,TARGET
2025-09-02 09:30:02.120,LONG,12.799999999999272,5759.999999999673,TARGET
2025-09-02 09:46:33.095,SHORT,-11.100000000002183,-4995.000000000982,STOP_FLIP
2025-09-02 09:49:15.607,LONG,18.299999999999272,8234.999999999673,TARGET
2025-09-02 10:05:40.383,SHORT,12.0,5400.0,TARGET
2025-09-02 10:30:59.873,SHORT,11.5,5175.0,TARGET
2025-09-02 10:48:30.165,LONG,-11.700000000000728,-5265.000000000327,STOP_FLIP
2025-09-02 10:48:53.904,SHORT,-13.600000000002183,-6120.000000000982,STOP_FLIP
2025-09-02 10:48:53.904,SHORT,-1.0,-450.0,STOP_FINAL
2025-09-02 11:10:49.915,LONG,-11.099999999998545,-4994.999999999345,STOP_FLIP
2025-09-02 11:12:13.449,SHORT,12.0,5400.0,TARGET
2025-09-02 12:34:07.714,LONG,-3.2999999999992724,-1484.9999999996726,TIME
2025-09-02 13:18:11.594,SHORT,11.700000000000728,5265.000000000327,TARGET
2025-09-02 13:33:41.237,LONG,-11.0,-4950.0,STOP_FLIP
2025-09-02 13:35:17.542,SHORT,11.0,4950.0,TARGET
2025-09-02 13:53:20.513,SHORT,11.0,4950.0,TARGET
2025-09-02 14:04:37.718,LONG,-11.100000000002183,-4995.000000000982,STOP_FLIP
2025-09-02 14:05:50.515,SHORT,11.599999999998545,5219.999999999345,TARGET
2025-09-02 14:18:56.524,SHORT,-12.700000000000728,-5715.000000000327,STOP_FLIP
2025-09-02 14:19:14.756,LONG,11.299999999999272,5084.999999999673,TARGET
2025-09-02 14:32:06.045,LONG,12.100000000002183,5445.000000000982,TARGET
2025-09-02 14:43:58.634,LONG,11.0,4950.0,TARGET
2025-09-02 14:56:33.051,LONG,-12.0,-5400.0,STOP_FLIP
2025-09-02 14:58:06.960,SHORT,-11.799999999999272,-5309.999999999673,STOP_FLIP
2025-09-02 14:58:06.960,SHORT,-1.0,-450.0,STOP_FINAL
2025-09-02 15:20:01.054,LONG,-12.399999999997817,-5579.999999999018,STOP_FLIP
2025-09-03 09:25:18.635,SHORT,-11.400000000001455,-5130.000000000655,STOP_FLIP
2025-09-03 09:25:23.612,LONG,11.5,5175.0,TARGET
2025-09-03 09:37:34.655,SHORT,13.299999999999272,5984.999999999673,TARGET
2025-09-03 09:50:48.251,SHORT,-16.400000000001455,-7380.000000000655,STOP_FLIP
2025-09-03 09:51:28.068,LONG,-11.400000000001455,-5130.000000000655,STOP_FLIP
2025-09-03 09:51:28.068,LONG,-1.0,-450.0,STOP_FINAL
2025-09-03 10:09:10.545,LONG,-12.0,-5400.0,STOP_FLIP
2025-09-03 10:13:16.008,SHORT,-11.0,-4950.0,STOP_FLIP
2025-09-03 10:13:16.008,SHORT,-1.0,-450.0,STOP_FINAL
2025-09-03 10:28:24.223,SHORT,11.400000000001455,5130.000000000655,TARGET
2025-09-03 10:42:11.684,LONG,-1.0,-450.0,TIME
2025-09-03 11:22:00.035,SHORT,11.799999999999272,5309.999999999673,TARGET
2025-09-03 11:39:25.737,LONG,6.200000000000728,2790.0000000003274,TIME
2025-09-03 12:06:07.739,SHORT,-11.0,-4950.0,STOP_FLIP
2025-09-03 12:06:23.542,LONG,15.400000000001455,6930.000000000655,TARGET
2025-09-03 12:26:58.267,SHORT,-3.099999999998545,-1394.9999999993452,TIME
2025-09-03 12:56:10.544,LONG,-11.0,-4950.0,STOP_FLIP
2025-09-03 12:56:58.480,SHORT,-11.0,-4950.0,STOP_FLIP
2025-09-03 12:56:58.480,SHORT,-1.0,-450.0,STOP_FINAL
2025-09-03 13:21:43.871,LONG,-12.0,-5400.0,STOP_FLIP
2025-09-03 13:22:54.848,SHORT,-14.0,-6300.0,STOP_FLIP
2025-09-03 13:22:54.848,SHORT,-1.0,-450.0,STOP_FINAL
2025-09-03 13:47:36.844,LONG,11.0,4950.0,TARGET
2025-09-03 14:12:36.095,SHORT,11.0,4950.0,TARGET
2025-09-04 09:16:12.055,LONG,-20.100000000002183,-9045.000000000982,STOP_FLIP
2025-09-04 09:17:22.088,SHORT,-12.100000000002183,-5445.000000000982,STOP_FLIP
2025-09-04 09:17:22.088,SHORT,-1.0,-450.0,STOP_FINAL
2025-09-04 09:30:02.668,LONG,11.099999999998545,4994.999999999345,TARGET
2025-09-04 09:42:28.214,SHORT,14.5,6525.0,TARGET
2025-09-04 09:54:15.117,SHORT,-11.099999999998545,-4994.999999999345,STOP_FLIP
2025-09-04 09:55:05.672,LONG,-11.700000000000728,-5265.000000000327,STOP_FLIP
2025-09-04 09:55:05.672,LONG,-1.0,-450.0,STOP_FINAL
2025-09-04 10:07:03.458,SHORT,12.400000000001455,5580.000000000655,TARGET
2025-09-04 10:20:37.678,LONG,11.599999999998545,5219.999999999345,TARGET
2025-09-04 10:33:14.449,LONG,-11.0,-4950.0,STOP_FLIP
2025-09-04 10:36:46.150,SHORT,11.0,4950.0,TARGET
2025-09-04 10:52:10.445,LONG,-11.0,-4950.0,STOP_FLIP
2025-09-04 10:55:15.647,SHORT,-11.0,-4950.0,STOP_FLIP
2025-09-04 10:55:15.647,SHORT,-1.0,-450.0,STOP_FINAL
2025-09-04 11:11:50.212,LONG,-11.0,-4950.0,STOP_FLIP
2025-09-04 11:15:44.187,SHORT,-11.0,-4950.0,STOP_FLIP
2025-09-04 11:15:44.187,SHORT,-1.0,-450.0,STOP_FINAL
2025-09-04 11:32:40.932,SHORT,12.19999999999709,5489.99999999869,TARGET
2025-09-04 11:52:15.708,SHORT,-11.100000000002183,-4995.000000000982,STOP_FLIP
2025-09-04 11:55:26.727,LONG,-11.400000000001455,-5130.000000000655,STOP_FLIP
2025-09-04 11:55:26.727,LONG,-1.0,-450.0,STOP_FINAL
2025-09-04 12:08:38.535,LONG,-13.900000000001455,-6255.000000000655,STOP_FLIP
2025-09-04 12:09:15.743,SHORT,13.5,6075.0,TARGET
2025-09-04 12:21:30.728,LONG,-11.0,-4950.0,STOP_FLIP
2025-09-04 12:23:03.319,SHORT,11.599999999998545,5219.999999999345,TARGET
2025-09-04 12:36:53.754,LONG,11.100000000002183,4995.000000000982,TARGET
2025-09-04 13:08:57.987,LONG,-11.0,-4950.0,STOP_FLIP
2025-09-04 13:09:46.539,SHORT,12.0,5400.0,TARGET
2025-09-04 13:37:40.497,LONG,-12.0,-5400.0,STOP_FLIP
2025-09-04 13:40:51.958,SHORT,14.599999999998545,6569.999999999345,TARGET
2025-09-04 14:17:30.168,LONG,-11.0,-4950.0,STOP_FLIP
2025-09-04 14:22:45.264,SHORT,11.0,4950.0,TARGET
2025-09-04 14:33:24.078,SHORT,11.30000000000291,5085.00000000131,TARGET
2025-09-04 14:54:25.783,SHORT,-11.299999999999272,-5084.999999999673,STOP_FLIP
2025-09-04 14:55:41.649,LONG,11.700000000000728,5265.000000000327,TARGET
2025-09-04 15:07:43.717,LONG,-11.200000000000728,-5040.000000000327,STOP_FLIP
2025-09-04 15:08:59.607,SHORT,-12.299999999999272,-5534.999999999673,STOP_FLIP
2025-09-04 15:08:59.607,SHORT,-1.0,-450.0,STOP_FINAL
2025-09-05 09:16:06.291,LONG,-11.0,-4950.0,STOP_FLIP
2025-09-05 09:16:25.884,SHORT,11.099999999998545,4994.999999999345,TARGET
2025-09-05 09:29:22.876,SHORT,-11.19999999999709,-5039.99999999869,STOP_FLIP
2025-09-05 09:30:10.369,LONG,11.100000000002183,4995.000000000982,TARGET
2025-09-05 09:46:04.417,SHORT,-11.0,-4950.0,STOP_FLIP
2025-09-05 09:46:44.905,LONG,12.900000000001455,5805.000000000655,TARGET
2025-09-05 09:59:57.922,LONG,11.799999999999272,5309.999999999673,TARGET
2025-09-05 10:12:06.033,SHORT,-11.099999999998545,-4994.999999999345,STOP_FLIP
2025-09-05 10:12:20.892,LONG,-13.0,-5850.0,STOP_FLIP
2025-09-05 10:12:20.892,LONG,-1.0,-450.0,STOP_FINAL
2025-09-05 10:23:52.704,LONG,11.0,4950.0,TARGET
2025-09-05 10:38:51.651,SHORT,-11.0,-4950.0,STOP_FLIP
2025-09-05 10:39:14.156,LONG,-11.0,-4950.0,STOP_FLIP
2025-09-05 10:39:14.156,LONG,-1.0,-450.0,STOP_FINAL
2025-09-05 10:52:47.670,LONG,-11.0,-4950.0,STOP_FLIP
2025-09-05 10:54:13.238,SHORT,-13.900000000001455,-6255.000000000655,STOP_FLIP
2025-09-05 10:54:13.238,SHORT,-1.0,-450.0,STOP_FINAL
2025-09-05 11:10:57.989,LONG,12.0,5400.0,TARGET
2025-09-05 11:29:22.208,LONG,-11.100000000002183,-4995.000000000982,STOP_FLIP
2025-09-05 11:36:17.231,SHORT,-11.900000000001455,-5355.000000000655,STOP_FLIP
2025-09-05 11:36:17.231,SHORT,-1.0,-450.0,STOP_FINAL
2025-09-05 11:50:41.217,LONG,-11.799999999999272,-5309.999999999673,STOP_FLIP
2025-09-05 11:56:06.217,SHORT,-11.0,-4950.0,STOP_FLIP
2025-09-05 11:56:06.217,SHORT,-1.0,-450.0,STOP_FINAL
2025-09-05 12:20:16.747,LONG,11.799999999999272,5309.999999999673,TARGET
2025-09-05 12:34:48.459,SHORT,-12.799999999999272,-5759.999999999673,STOP_FLIP
2025-09-05 12:40:24.252,LONG,-11.700000000000728,-5265.000000000327,STOP_FLIP
2025-09-05 12:40:24.252,LONG,-1.0,-450.0,STOP_FINAL
2025-09-05 13:00:47.974,LONG,11.0,4950.0,TARGET
2025-09-05 13:15:29.040,LONG,-12.0,-5400.0,STOP_FLIP
2025-09-05 13:22:40.532,SHORT,-11.599999999998545,-5219.999999999345,STOP_FLIP
2025-09-05 13:22:40.532,SHORT,-1.0,-450.0,STOP_FINAL
2025-09-05 13:35:04.419,LONG,-14.200000000000728,-6390.000000000327,STOP_FLIP
2025-09-05 13:35:55.051,SHORT,-11.200000000000728,-5040.000000000327,STOP_FLIP
2025-09-05 13:35:55.051,SHORT,-1.0,-450.0,STOP_FINAL
2025-09-05 13:48:38.251,LONG,-13.799999999999272,-6209.999999999673,STOP_FLIP
2025-09-05 13:49:31.249,SHORT,11.0,4950.0,TARGET
2025-09-05 14:02:54.790,LONG,-11.0,-4950.0,STOP_FLIP
2025-09-05 14:03:07.754,SHORT,11.799999999999272,5309.999999999673,TARGET
2025-09-05 14:14:18.333,LONG,-11.0,-4950.0,STOP_FLIP
2025-09-05 14:15:09.542,SHORT,-14.599999999998545,-6569.999999999345,STOP_FLIP
2025-09-05 14:15:09.542,SHORT,-1.0,-450.0,STOP_FINAL
2025-09-05 14:30:01.602,SHORT,-11.599999999998545,-5219.999999999345,STOP_FLIP
2025-09-05 14:30:05.647,LONG,-11.700000000000728,-5265.000000000327,STOP_FLIP
2025-09-05 14:30:05.647,LONG,-1.0,-450.0,STOP_FINAL
2025-09-05 14:51:50.039,SHORT,-11.799999999999272,-5309.999999999673,STOP_FLIP
2025-09-05 14:56:33.336,LONG,-11.0,-4950.0,STOP_FLIP
2025-09-05 14:56:33.336,LONG,-1.0,-450.0,STOP_FINAL
2025-09-05 15:14:34.313,SHORT,-11.599999999998545,-5219.999999999345,STOP_FLIP
2025-09-05 15:15:41.329,LONG,-11.0,-4950.0,STOP_FLIP
2025-09-05 15:15:41.329,LONG,-1.0,-450.0,STOP_FINAL
2025-09-08 09:15:33.592,LONG,-11.5,-5175.0,STOP_FLIP
2025-09-08 09:15:37.098,SHORT,-11.5,-5175.0,STOP_FLIP
2025-09-08 09:15:37.098,SHORT,-1.0,-450.0,STOP_FINAL
2025-09-08 09:26:51.088,LONG,11.0,4950.0,TARGET
2025-09-08 09:39:12.613,SHORT,-11.0,-4950.0,STOP_FLIP
2025-09-08 09:39:43.109,LONG,11.0,4950.0,TARGET
2025-09-08 09:51:44.339,LONG,-11.0,-4950.0,STOP_FLIP
2025-09-08 09:53:42.889,SHORT,12.0,5400.0,TARGET
2025-09-08 10:06:38.379,SHORT,11.0,4950.0,TARGET
2025-09-08 10:25:07.630,SHORT,-12.5,-5625.0,STOP_FLIP
2025-09-08 10:28:00.647,LONG,-13.5,-6075.0,STOP_FLIP
2025-09-08 10:28:00.647,LONG,-1.0,-450.0,STOP_FINAL
2025-09-08 10:54:27.913,SHORT,-11.100000000002183,-4995.000000000982,STOP_FLIP
2025-09-08 10:57:08.388,LONG,-11.200000000000728,-5040.000000000327,STOP_FLIP
2025-09-08 10:57:08.388,LONG,-1.0,-450.0,STOP_FINAL
2025-09-08 11:11:41.423,SHORT,-11.0,-4950.0,STOP_FLIP
2025-09-08 11:13:57.787,LONG,11.5,5175.0,TARGET
2025-09-08 11:30:41.722,LONG,-11.099999999998545,-4994.999999999345,STOP_FLIP
2025-09-08 11:31:47.187,SHORT,-12.099999999998545,-5444.999999999345,STOP_FLIP
2025-09-08 11:31:47.187,SHORT,-1.0,-450.0,STOP_FINAL
2025-09-08 11:56:04.420,LONG,-11.0,-4950.0,STOP_FLIP
2025-09-08 11:57:37.666,SHORT,-11.0,-4950.0,STOP_FLIP
2025-09-08 11:57:37.666,SHORT,-1.0,-450.0,STOP_FINAL
2025-09-08 12:14:41.165,LONG,-11.0,-4950.0,STOP_FLIP
2025-09-08 12:25:39.466,SHORT,-11.0,-4950.0,STOP_FLIP
2025-09-08 12:25:39.466,SHORT,-1.0,-450.0,STOP_FINAL
2025-09-08 12:46:36.953,SHORT,-11.5,-5175.0,STOP_FLIP
2025-09-08 13:00:00.710,LONG,-11.0,-4950.0,STOP_FLIP
2025-09-08 13:00:00.710,LONG,-1.0,-450.0,STOP_FINAL
2025-09-08 13:16:10.031,SHORT,11.400000000001455,5130.000000000655,TARGET
2025-09-08 13:48:11.501,SHORT,-11.400000000001455,-5130.000000000655,STOP_FLIP
2025-09-08 13:51:15.822,LONG,14.0,6300.0,TARGET
2025-09-08 14:18:17.827,LONG,-11.0,-4950.0,STOP_FLIP
2025-09-08 14:22:39.469,SHORT,-12.599999999998545,-5669.999999999345,STOP_FLIP
2025-09-08 14:22:39.469,SHORT,-1.0,-450.0,STOP_FINAL
2025-09-08 14:47:03.781,SHORT,12.5,5625.0,TARGET
2025-09-08 14:58:52.802,LONG,-12.400000000001455,-5580.000000000655,STOP_FLIP
2025-09-08 15:00:19.056,SHORT,12.5,5625.0,TARGET
2025-09-08 15:12:39.345,SHORT,-12.0,-5400.0,STOP_FLIP
2025-09-08 15:13:37.084,LONG,11.0,4950.0,TARGET
2025-09-09 09:24:56.152,SHORT,-11.0,-4950.0,STOP_FLIP
2025-09-09 09:27:36.875,LONG,-11.0,-4950.0,STOP_FLIP
2025-09-09 09:27:36.875,LONG,-1.0,-450.0,STOP_FINAL
2025-09-09 09:45:06.505,LONG,-11.0,-4950.0,STOP_FLIP
2025-09-09 09:58:17.997,SHORT,8.0,3600.0,TIME
2025-09-09 10:36:01.179,SHORT,-7.799999999999272,-3509.9999999996726,TIME
2025-09-09 11:08:23.004,SHORT,-11.0,-4950.0,STOP_FLIP
2025-09-09 11:21:36.976,LONG,-13.200000000000728,-5940.000000000327,STOP_FLIP
2025-09-09 11:21:36.976,LONG,-1.0,-450.0,STOP_FINAL
2025-09-09 12:22:06.755,LONG,-12.400000000001455,-5580.000000000655,STOP_FLIP
2025-09-09 12:26:40.523,SHORT,-4.900000000001455,-2205.000000000655,TIME
2025-09-09 13:15:05.745,LONG,1.0,450.0,TIME
2025-09-09 13:48:25.045,SHORT,-11.0,-4950.0,STOP_FLIP
2025-09-09 13:51:20.276,LONG,-11.099999999998545,-4994.999999999345,STOP_FLIP
2025-09-09 13:51:20.276,LONG,-1.0,-450.0,STOP_FINAL
2025-09-09 14:16:04.804,SHORT,12.900000000001455,5805.000000000655,TARGET
2025-09-09 14:36:37.809,LONG,11.599999999998545,5219.999999999345,TARGET
2025-09-09 14:49:02.834,LONG,11.0,4950.0,TARGET
2025-09-09 15:06:45.562,SHORT,-11.0,-4950.0,STOP_FLIP
2025-09-09 15:12:03.861,LONG,8.0,3600.0,TIME
2025-09-10 09:15:43.576,SHORT,-11.0,-4950.0,STOP_FLIP
2025-09-10 09:16:03.608,LONG,11.0,4950.0,TARGET
2025-09-10 09:28:24.189,LONG,11.200000000000728,5040.000000000327,TARGET
2025-09-10 09:46:02.764,LONG,-13.599999999998545,-6119.999999999345,STOP_FLIP
2025-09-10 09:47:16.953,SHORT,-4.799999999999272,-2159.9999999996726,TIME
2025-09-10 10:16:02.436,LONG,12.900000000001455,5805.000000000655,TARGET
2025-09-10 10:37:51.436,LONG,-11.600000000002183,-5220.000000000982,STOP_FLIP
2025-09-10 10:41:55.384,SHORT,11.899999999997817,5354.999999999018,TARGET
2025-09-10 11:00:37.161,LONG,-7.200000000000728,-3240.0000000003274,TIME
2025-09-10 11:36:23.988,SHORT,-11.200000000000728,-5040.000000000327,STOP_FLIP
2025-09-10 11:39:46.696,LONG,-11.200000000000728,-5040.000000000327,STOP_FLIP
2025-09-10 11:39:46.696,LONG,-1.0,-450.0,STOP_FINAL
2025-09-10 12:10:47.762,LONG,2.7000000000007276,1215.0000000003274,TIME
2025-09-10 12:46:30.492,LONG,-11.0,-4950.0,STOP_FLIP
2025-09-10 12:48:10.494,SHORT,8.400000000001455,3780.000000000655,TIME
2025-09-10 13:16:45.538,SHORT,-11.0,-4950.0,STOP_FLIP
2025-09-10 13:17:31.489,LONG,-11.0,-4950.0,STOP_FLIP
2025-09-10 13:17:31.489,LONG,-1.0,-450.0,STOP_FINAL
2025-09-10 13:33:14.780,SHORT,-11.0,-4950.0,STOP_FLIP
2025-09-10 13:40:30.742,LONG,-6.0,-2700.0,TIME
2025-09-10 14:06:41.544,SHORT,-11.0,-4950.0,STOP_FLIP
2025-09-10 14:06:59.814,LONG,-11.0,-4950.0,STOP_FLIP
2025-09-10 14:06:59.814,LONG,-1.0,-450.0,STOP_FINAL
2025-09-10 14:31:01.858,LONG,-11.299999999999272,-5084.999999999673,STOP_FLIP
2025-09-10 14:42:01.547,SHORT,-11.0,-4950.0,STOP_FLIP
2025-09-10 14:42:01.547,SHORT,-1.0,-450.0,STOP_FINAL
2025-09-10 15:00:18.560,LONG,11.599999999998545,5219.999999999345,TARGET
2025-09-10 15:19:44.307,LONG,-11.200000000000728,-5040.000000000327,STOP_FLIP
2025-09-11 09:16:05.328,SHORT,-11.5,-5175.0,STOP_FLIP
2025-09-11 09:18:13.078,LONG,11.0,4950.0,TARGET
2025-09-11 09:30:52.848,LONG,11.0,4950.0,TARGET
2025-09-11 09:59:29.652,LONG,-11.299999999999272,-5084.999999999673,STOP_FLIP
2025-09-11 10:02:42.327,SHORT,11.0,4950.0,TARGET
2025-09-11 11:15:01.195,LONG,-8.799999999999272,-3959.9999999996726,TIME
2025-09-11 12:21:41.124,SHORT,-11.700000000000728,-5265.000000000327,STOP_FLIP
2025-09-11 12:25:47.193,LONG,-2.5,-1125.0,TIME
2025-09-11 12:59:11.868,LONG,-4.599999999998545,-2069.999999999345,TIME
2025-09-11 13:32:48.718,SHORT,-11.200000000000728,-5040.000000000327,STOP_FLIP
2025-09-11 13:38:46.491,LONG,11.0,4950.0,TARGET
2025-09-11 14:19:01.867,LONG,-11.5,-5175.0,STOP_FLIP
2025-09-11 14:33:22.662,SHORT,-7.399999999997817,-3329.9999999990177,TIME
2025-09-12 09:15:33.461,LONG,-11.0,-4950.0,STOP_FLIP
2025-09-12 09:18:26.684,SHORT,11.700000000000728,5265.000000000327,TARGET
2025-09-12 09:34:52.447,LONG,-12.0,-5400.0,STOP_FLIP
2025-09-12 09:35:50.478,SHORT,-11.0,-4950.0,STOP_FLIP
2025-09-12 09:35:50.478,SHORT,-1.0,-450.0,STOP_FINAL
2025-09-12 09:48:54.752,LONG,-12.0,-5400.0,STOP_FLIP
2025-09-12 09:58:19.737,SHORT,-11.0,-4950.0,STOP_FLIP
2025-09-12 09:58:19.737,SHORT,-1.0,-450.0,STOP_FINAL
2025-09-12 10:16:10.486,SHORT,-11.599999999998545,-5219.999999999345,STOP_FLIP
2025-09-12 10:21:50.982,LONG,-5.0,-2250.0,TIME
2025-09-12 10:57:01.013,SHORT,-11.0,-4950.0,STOP_FLIP
2025-09-12 11:07:33.034,LONG,14.0,6300.0,TARGET
2025-09-12 11:30:23.352,LONG,-11.0,-4950.0,STOP_FLIP
2025-09-12 11:34:12.319,SHORT,-11.0,-4950.0,STOP_FLIP
2025-09-12 11:34:12.319,SHORT,-1.0,-450.0,STOP_FINAL
2025-09-12 11:50:52.830,LONG,-3.0,-1350.0,TIME
2025-09-12 12:58:01.666,SHORT,-11.0,-4950.0,STOP_FLIP
2025-09-12 13:10:00.871,LONG,2.7000000000007276,1215.0000000003274,TIME
2025-09-12 13:45:06.937,SHORT,11.099999999998545,4994.999999999345,TARGET
2025-09-12 14:31:55.923,SHORT,1.0,450.0,TIME
2025-09-12 14:59:12.459,SHORT,-11.0,-4950.0,STOP_FLIP
2025-09-12 15:01:09.456,LONG,-0.5,-225.0,TIME
2025-09-12 15:29:14.964,LONG,-1.9000000000014552,-855.0000000006548,TIME
2025-09-18 09:15:43.007,SHORT,-12.599999999998545,-5669.999999999345,STOP_FLIP
2025-09-18 09:16:11.200,LONG,-11.0,-4950.0,STOP_FLIP
2025-09-18 09:16:11.200,LONG,-1.0,-450.0,STOP_FINAL
2025-09-18 09:29:16.190,LONG,-11.0,-4950.0,STOP_FLIP
2025-09-18 09:38:04.477,SHORT,0.0,0.0,TIME
2025-09-18 10:06:06.446,SHORT,-11.19999999999709,-5039.99999999869,STOP_FLIP
2025-09-18 10:08:30.439,LONG,-11.099999999998545,-4994.999999999345,STOP_FLIP
2025-09-18 10:08:30.439,LONG,-1.0,-450.0,STOP_FINAL
2025-09-18 10:43:14.765,LONG,3.0,1350.0,TIME
2025-09-18 11:30:46.180,SHORT,11.299999999999272,5084.999999999673,TARGET
2025-09-18 12:26:45.663,SHORT,12.099999999998545,5444.999999999345,TARGET
2025-09-18 12:45:42.948,LONG,-11.099999999998545,-4994.999999999345,STOP_FLIP
2025-09-18 12:46:25.954,SHORT,12.5,5625.0,TARGET
2025-09-18 13:16:34.255,SHORT,-11.0,-4950.0,STOP_FLIP
2025-09-18 13:23:19.827,LONG,11.0,4950.0,TARGET
2025-09-18 13:51:14.139,SHORT,11.099999999998545,4994.999999999345,TARGET
2025-09-18 14:08:08.266,SHORT,-12.200000000000728,-5490.000000000327,STOP_FLIP
2025-09-18 14:10:57.066,LONG,-11.700000000000728,-5265.000000000327,STOP_FLIP
2025-09-18 14:10:57.066,LONG,-1.0,-450.0,STOP_FINAL
2025-09-18 14:30:28.001,LONG,-11.099999999998545,-4994.999999999345,STOP_FLIP
2025-09-18 14:35:27.276,SHORT,-11.399999999997817,-5129.999999999018,STOP_FLIP
2025-09-18 14:35:27.276,SHORT,-1.0,-450.0,STOP_FINAL
2025-09-18 14:47:29.804,LONG,11.0,4950.0,TARGET
2025-09-18 15:03:26.927,SHORT,-13.599999999998545,-6119.999999999345,STOP_FLIP
2025-09-18 15:07:38.940,LONG,11.200000000000728,5040.000000000327,TARGET
2025-09-22 09:18:44.694,LONG,11.0,4950.0,TARGET
2025-09-22 09:34:55.454,LONG,11.0,4950.0,TARGET
2025-09-22 10:04:11.246,LONG,-4.599999999998545,-2069.999999999345,TIME
2025-09-22 10:32:13.525,LONG,-11.0,-4950.0,STOP_FLIP
2025-09-22 10:42:00.503,SHORT,-5.900000000001455,-2655.000000000655,TIME
2025-09-22 11:20:08.786,SHORT,11.200000000000728,5040.000000000327,TARGET
2025-09-22 11:45:37.304,LONG,-7.700000000000728,-3465.0000000003274,TIME
2025-09-22 12:16:03.272,LONG,-4.799999999999272,-2159.9999999996726,TIME
2025-09-22 13:03:30.574,SHORT,5.799999999999272,2609.9999999996726,TIME
2025-09-22 13:32:46.353,LONG,-11.400000000001455,-5130.000000000655,STOP_FLIP
2025-09-22 13:33:35.300,SHORT,-11.900000000001455,-5355.000000000655,STOP_FLIP
2025-09-22 13:33:35.300,SHORT,-1.0,-450.0,STOP_FINAL
2025-09-22 13:59:39.346,SHORT,-13.0,-5850.0,STOP_FLIP
2025-09-22 14:06:50.143,LONG,-9.0,-4050.0,TIME
2025-09-22 14:35:02.060,SHORT,13.299999999999272,5984.999999999673,TARGET
2025-09-22 14:53:22.270,LONG,-12.700000000000728,-5715.000000000327,STOP_FLIP
2025-09-22 14:55:26.408,SHORT,-11.700000000000728,-5265.000000000327,STOP_FLIP
2025-09-22 14:55:26.408,SHORT,-1.0,-450.0,STOP_FINAL
2025-09-22 15:10:20.890,SHORT,-12.400000000001455,-5580.000000000655,STOP_FLIP
2025-09-22 15:11:22.647,LONG,-11.400000000001455,-5130.000000000655,STOP_FLIP
2025-09-22 15:11:22.647,LONG,-1.0,-450.0,STOP_FINAL
2025-09-23 09:20:03.078,LONG,11.700000000000728,5265.000000000327,TARGET
2025-09-23 09:33:09.566,SHORT,-11.0,-4950.0,STOP_FLIP
2025-09-23 09:33:31.071,LONG,-11.0,-4950.0,STOP_FLIP
2025-09-23 09:33:31.071,LONG,-1.0,-450.0,STOP_FINAL
2025-09-23 09:47:23.835,LONG,-13.900000000001455,-6255.000000000655,STOP_FLIP
2025-09-23 09:48:56.830,SHORT,-12.400000000001455,-5580.000000000655,STOP_FLIP
