Date,Entry Time,Exit Time,Type,Entry Price,Exit Price,Net Points,PnL,Reason
2025-09-12,2025-09-12 10:39:29.011,2025-09-12 11:09:29.133,LONG,25173.0,25189.0,15.0,6750.0,TIME
2025-09-12,2025-09-12 11:15:15.795,2025-09-12 11:45:16.090,LONG,25186.2,25205.2,18.0,8100.0,TIME
2025-09-12,2025-09-12 13:08:20.351,2025-09-12 13:38:21.370,LONG,25200.0,25217.5,16.5,7425.0,TIME
2025-09-12,2025-09-12 13:46:34.649,2025-09-12 14:16:34.912,LONG,25206.0,25207.7,0.7000000000007276,315.0000000003274,TIME
2025-09-12,2025-09-12 14:22:57.906,2025-09-12 14:52:59.688,LONG,25210.0,25204.7,-6.299999999999272,-2834.9999999996726,TIME
2025-09-12,2025-09-12 14:58:38.453,2025-09-12 15:28:38.742,LONG,25199.0,25206.0,6.0,2700.0,TIME
2025-09-18,2025-09-18 09:15:41.321,2025-09-18 09:16:08.455,SHORT,25490.0,25492.0,-3.0,-1350.0,VWAP_CROSS
2025-09-18,2025-09-18 09:21:41.799,2025-09-18 09:21:44.120,SHORT,25490.1,25491.0,-1.9000000000014552,-855.0000000006548,VWAP_CROSS
2025-09-18,2025-09-18 09:27:14.088,2025-09-18 09:38:45.411,LONG,25514.0,25497.3,-17.700000000000728,-7965.000000000327,VWAP_CROSS
2025-09-18,2025-09-18 09:44:32.725,2025-09-18 09:53:16.919,LONG,25505.0,25498.0,-8.0,-3600.0,VWAP_CROSS
2025-09-18,2025-09-18 09:59:51.198,2025-09-18 10:00:00.828,LONG,25500.0,25498.0,-3.0,-1350.0,VWAP_CROSS
2025-09-18,2025-09-18 10:08:23.672,2025-09-18 10:10:25.056,LONG,25505.0,25498.3,-7.700000000000728,-3465.0000000003274,VWAP_CROSS
2025-09-18,2025-09-18 10:26:56.721,2025-09-18 10:27:07.751,LONG,25499.0,25497.9,-2.099999999998545,-944.9999999993452,VWAP_CROSS
2025-09-18,2025-09-18 10:39:03.213,2025-09-18 11:09:03.317,LONG,25504.8,25517.2,11.400000000001455,5130.000000000655,TIME
2025-09-18,2025-09-18 11:20:30.114,2025-09-18 11:45:33.986,LONG,25515.0,25502.0,-14.0,-6300.0,VWAP_CROSS
2025-09-18,2025-09-18 13:02:39.570,2025-09-18 13:27:44.028,SHORT,25448.5,25468.7,-21.200000000000728,-9540.000000000327,SL
2025-09-18,2025-09-18 13:35:07.653,2025-09-18 14:05:07.749,SHORT,25470.0,25461.6,7.400000000001455,3330.000000000655,TIME
2025-09-18,2025-09-18 14:11:55.989,2025-09-18 14:41:56.031,SHORT,25464.9,25454.1,9.80000000000291,4410.00000000131,TIME
2025-09-18,2025-09-18 14:51:50.226,2025-09-18 14:53:56.052,SHORT,25469.9,25483.0,-14.099999999998545,-6344.999999999345,VWAP_CROSS
2025-09-22,2025-09-22 09:15:54.694,2025-09-22 09:19:23.707,SHORT,25328.9,25320.0,7.900000000001455,3555.000000000655,VWAP_CROSS
2025-09-22,2025-09-22 09:26:22.943,2025-09-22 09:40:46.711,LONG,25344.8,25370.0,24.200000000000728,10890.000000000327,TRAIL_SL
2025-09-22,2025-09-22 09:49:07.516,2025-09-22 09:51:53.718,LONG,25379.0,25359.0,-21.0,-9450.0,SL
2025-09-22,2025-09-22 09:58:13.223,2025-09-22 10:28:13.257,LONG,25380.0,25378.1,-2.900000000001455,-1305.0000000006548,TIME
2025-09-22,2025-09-22 10:35:55.256,2025-09-22 11:05:55.786,LONG,25387.0,25369.7,-18.299999999999272,-8234.999999999673,TIME
2025-09-22,2025-09-22 11:12:11.028,2025-09-22 11:21:50.758,LONG,25367.6,25350.0,-18.599999999998545,-8369.999999999345,VWAP_CROSS
2025-09-22,2025-09-22 13:03:01.579,2025-09-22 13:22:35.577,LONG,25375.0,25355.0,-21.0,-9450.0,SL
2025-09-22,2025-09-22 13:30:12.333,2025-09-22 13:32:04.326,LONG,25360.0,25354.2,-6.799999999999272,-3059.9999999996726,VWAP_CROSS
2025-09-22,2025-09-22 13:38:54.401,2025-09-22 13:45:42.618,LONG,25360.0,25354.2,-6.799999999999272,-3059.9999999996726,VWAP_CROSS
2025-09-22,2025-09-22 13:52:41.432,2025-09-22 13:53:57.763,LONG,25357.5,25354.0,-4.5,-2025.0,VWAP_CROSS
2025-09-22,2025-09-22 14:01:06.599,2025-09-22 14:06:57.847,SHORT,25339.1,25355.3,-17.200000000000728,-7740.000000000327,VWAP_CROSS
2025-09-22,2025-09-22 14:13:20.143,2025-09-22 14:13:32.379,SHORT,25351.2,25354.1,-3.899999999997817,-1754.9999999990177,VWAP_CROSS
2025-09-22,2025-09-22 14:24:24.866,2025-09-22 14:48:25.907,SHORT,25342.5,25263.7,77.79999999999927,35009.99999999967,TRAIL_SL
2025-09-22,2025-09-22 14:54:56.903,2025-09-22 15:24:57.657,SHORT,25285.0,25277.9,6.099999999998545,2744.999999999345,TIME
2025-09-23,2025-09-23 09:22:16.828,2025-09-23 09:22:29.579,LONG,25292.5,25280.0,-13.5,-6075.0,VWAP_CROSS
2025-09-23,2025-09-23 09:32:35.069,2025-09-23 09:52:29.084,SHORT,25230.7,25192.0,37.70000000000073,16965.000000000327,TRAIL_SL
2025-09-23,2025-09-23 09:59:59.595,2025-09-23 10:08:04.092,SHORT,25200.0,25220.0,-21.0,-9450.0,SL
2025-09-23,2025-09-23 10:15:04.855,2025-09-23 10:45:06.892,SHORT,25213.4,25199.1,13.30000000000291,5985.00000000131,TIME
2025-09-23,2025-09-23 10:56:08.390,2025-09-23 11:26:08.413,SHORT,25195.1,25180.6,13.5,6075.0,TIME
2025-09-23,2025-09-23 13:02:05.784,2025-09-23 13:32:06.064,LONG,25270.5,25312.3,40.79999999999927,18359.999999999673,TIME
2025-09-23,2025-09-23 13:39:12.580,2025-09-23 14:09:13.064,LONG,25295.0,25321.0,25.0,11250.0,TIME
2025-09-23,2025-09-23 14:18:00.779,2025-09-23 14:48:01.045,LONG,25277.0,25290.8,12.799999999999272,5759.999999999673,TIME
2025-09-23,2025-09-23 14:55:04.951,2025-09-23 15:05:49.309,LONG,25275.0,25255.0,-21.0,-9450.0,SL
2025-09-23,2025-09-23 15:11:18.658,2025-09-23 15:30:01.196,LONG,25255.0,25252.1,-3.900000000001455,-1755.0000000006548,EOD
2025-09-25,2025-09-25 09:15:59.628,2025-09-25 09:16:16.616,SHORT,25058.5,25060.0,-2.5,-1125.0,VWAP_CROSS
2025-09-25,2025-09-25 09:22:41.148,2025-09-25 09:30:26.616,LONG,25113.1,25096.0,-18.099999999998545,-8144.999999999345,VWAP_CROSS
2025-09-25,2025-09-25 09:36:01.432,2025-09-25 09:36:02.114,LONG,25100.0,25095.0,-6.0,-2700.0,VWAP_CROSS
2025-09-25,2025-09-25 09:43:13.579,2025-09-25 09:43:18.901,SHORT,25098.3,25099.5,-2.2000000000007276,-990.0000000003274,VWAP_CROSS
2025-09-25,2025-09-25 09:50:59.153,2025-09-25 09:52:19.524,SHORT,25080.5,25096.4,-16.900000000001455,-7605.000000000655,VWAP_CROSS
2025-09-25,2025-09-25 09:58:12.650,2025-09-25 09:59:25.872,LONG,25100.0,25096.0,-5.0,-2250.0,VWAP_CROSS
2025-09-25,2025-09-25 10:08:58.380,2025-09-25 10:38:59.143,SHORT,25080.1,25048.7,30.399999999997817,13679.999999999018,TIME
2025-09-25,2025-09-25 10:44:47.909,2025-09-25 11:11:48.407,SHORT,25049.2,25069.6,-21.399999999997817,-9629.999999999018,SL
2025-09-25,2025-09-25 11:19:55.436,2025-09-25 11:22:01.765,SHORT,25073.8,25082.0,-9.200000000000728,-4140.000000000327,VWAP_CROSS
2025-09-25,2025-09-25 13:06:21.414,2025-09-25 13:36:21.918,SHORT,25050.0,25035.0,14.0,6300.0,TIME
2025-09-25,2025-09-25 13:48:10.182,2025-09-25 14:13:41.793,SHORT,25057.3,25020.0,36.29999999999927,16334.999999999673,TRAIL_SL
2025-09-25,2025-09-25 14:23:50.263,2025-09-25 14:53:51.132,SHORT,25024.6,24993.4,30.19999999999709,13589.99999999869,TIME
2025-09-25,2025-09-25 14:59:49.110,2025-09-25 15:29:49.420,SHORT,24994.0,24961.7,31.299999999999272,14084.999999999673,TIME
2025-10-03,2025-10-03 13:09:01.935,2025-10-03 13:26:13.960,LONG,24958.0,24947.0,-12.0,-5400.0,VWAP_CROSS
2025-10-03,2025-10-03 13:34:29.209,2025-10-03 13:34:31.492,LONG,24948.0,24945.0,-4.0,-1800.0,VWAP_CROSS
2025-10-03,2025-10-03 13:46:02.456,2025-10-03 13:46:02.760,SHORT,24945.7,24947.7,-3.0,-1350.0,VWAP_CROSS
2025-10-03,2025-10-03 13:56:20.967,2025-10-03 13:58:33.183,LONG,24952.0,24943.0,-10.0,-4500.0,VWAP_CROSS
2025-10-03,2025-10-03 14:05:18.333,2025-10-03 14:05:18.507,LONG,24950.0,24946.0,-5.0,-2250.0,VWAP_CROSS
2025-10-03,2025-10-03 14:15:28.504,2025-10-03 14:30:44.216,SHORT,24925.1,24946.0,-21.900000000001455,-9855.000000000655,VWAP_CROSS
2025-10-03,2025-10-03 14:37:31.039,2025-10-03 15:00:43.301,LONG,24968.8,25001.9,32.10000000000218,14445.000000000982,TRAIL_SL
2025-10-06,2025-10-06 09:17:51.632,2025-10-06 09:19:44.692,LONG,25015.0,25020.0,4.0,1800.0,VWAP_CROSS
2025-10-06,2025-10-06 09:25:29.121,2025-10-06 09:28:05.226,SHORT,25011.7,25013.3,-2.599999999998545,-1169.9999999993452,VWAP_CROSS
2025-10-06,2025-10-06 09:33:55.720,2025-10-06 09:36:07.707,SHORT,25000.0,25010.0,-11.0,-4950.0,VWAP_CROSS
2025-10-06,2025-10-06 09:41:58.769,2025-10-06 10:11:58.785,LONG,25032.5,25048.0,14.5,6525.0,TIME
2025-10-06,2025-10-06 10:17:56.383,2025-10-06 10:47:56.610,LONG,25065.1,25070.0,3.900000000001455,1755.0000000006548,TIME
2025-10-06,2025-10-06 10:55:44.984,2025-10-06 11:25:46.091,LONG,25080.0,25094.0,13.0,5850.0,TIME
2025-10-06,2025-10-06 13:00:31.667,2025-10-06 13:30:31.770,LONG,25138.0,25181.0,42.0,18900.0,TIME
2025-10-06,2025-10-06 13:36:44.460,2025-10-06 13:49:08.840,LONG,25195.0,25175.0,-21.0,-9450.0,SL
2025-10-06,2025-10-06 13:55:47.244,2025-10-06 14:18:53.644,LONG,25176.6,25156.6,-21.0,-9450.0,SL
2025-10-06,2025-10-06 14:24:48.229,2025-10-06 14:54:48.968,LONG,25166.7,25180.0,12.299999999999272,5534.999999999673,TIME
2025-10-07,2025-10-07 09:15:30.812,2025-10-07 09:15:35.013,SHORT,25204.6,25210.0,-6.400000000001455,-2880.000000000655,VWAP_CROSS
2025-10-07,2025-10-07 09:21:06.192,2025-10-07 09:22:13.447,SHORT,25188.7,25201.0,-13.299999999999272,-5984.999999999673,VWAP_CROSS
2025-10-07,2025-10-07 09:28:05.707,2025-10-07 09:28:09.273,SHORT,25193.1,25203.1,-11.0,-4950.0,VWAP_CROSS
2025-10-07,2025-10-07 09:33:43.437,2025-10-07 09:58:55.579,LONG,25213.6,25274.5,59.900000000001455,26955.000000000655,TRAIL_SL
