Entry_Time,Type,Net_Pts,PnL_INR,Reason,Degree,Lyapunov,Momentum,Confidence,OrderFlow,Signal
2025-09-08 13:42:38.267,SHORT,1.7000000000007276,765.0000000003274,TIME,2.04,0.2197224577332177,-0.7857093679405894,0.8928546839702948,-0.3333333333333333,-0.604758954097687
2025-09-09 10:03:49.120,SHORT,12.799999999999272,5759.999999999673,TIME,2.12,0.16916760106698414,-0.6578083732586633,0.8289041866293316,-0.3333333333333333,-0.5280183572885313
2025-09-09 10:44:10.946,SHORT,-22.599999999998545,-10169.999999999345,SL,2.08,0.2302585092972218,-0.7499678866770535,0.8749839433385267,-0.16666666666666666,-0.5166473986728988
2025-09-09 12:19:55.989,LONG,10.700000000000728,4815.000000000327,TIME,2.08,0.06505875661402268,1.0,1.0,0.0,0.6
2025-09-09 13:38:48.775,LONG,-21.0,-9450.0,SL,2.16,0.10986122886681098,0.5000799650286275,0.7500399825143137,0.5,0.5000479790171766
2025-09-09 14:07:32.561,SHORT,17.599999999998545,7919.999999999345,TIME,2.24,0.10986122886802363,-0.7298085999348205,0.8649042999674103,-0.2,-0.5178851599608922
2025-09-10 10:20:37.140,LONG,7.700000000000728,3465.0000000003274,TIME,2.04,0.09555114450268767,1.0,1.0,0.0,0.6
2025-09-10 11:00:05.664,LONG,-23.5,-10575.0,SL,2.16,0.29957322735685427,1.0,1.0,0.4444444444444444,0.7777777777777778
2025-09-10 11:35:33.714,LONG,-23.0,-10350.0,SL,2.2,0.23978952728115996,1.0,1.0,0.0,0.6
2025-09-10 13:04:35.460,SHORT,14.099999999998545,6344.999999999345,TIME,2.04,0.18191584434178082,-0.9473465246991436,0.9736732623495717,0.0,-0.5684079148194862
2025-09-10 14:38:25.285,SHORT,-10.0,-4500.0,TIME,2.04,0.1589235205116878,-0.9607882711713924,0.9803941355856962,-0.45454545454545453,-0.7582911445210172
2025-09-11 12:07:06.208,LONG,22.0,9900.0,TIME,2.16,0.1349926716948246,0.5551096307584445,0.7775548153792222,0.8181818181818182,0.6603385057277941
2025-09-12 10:09:50.238,SHORT,-7.0,-3150.0,TIME,2.28,0.062415430907273396,-0.2977656976392068,0.6488828488196033,-0.8333333333333334,-0.5119927519168574
2025-09-12 10:59:35.047,SHORT,-21.400000000001455,-9630.000000000655,SL,2.04,0.17346010553909597,-1.0,1.0,0.0,-0.6
2025-09-12 11:36:18.530,SHORT,1.0999999999985448,494.99999999934516,TIME,2.16,0.23513752571591467,-0.4229903707865952,0.7114951853932976,-0.6363636363636364,-0.5083396770174117
2025-09-12 12:56:35.339,SHORT,-16.30000000000291,-7335.00000000131,TIME,2.0,0.06931471805599453,-1.0,1.0,0.0,-0.6
2025-09-12 13:59:08.672,LONG,-4.0,-1800.0,TIME,2.24,0.13862943611380804,0.310376813850801,0.6551884069254005,0.8333333333333334,0.519559421643814
2025-09-12 14:34:54.441,SHORT,6.0,2700.0,TIME,1.96,0.1335001066733106,-0.9048074755615091,0.9524037377807546,0.0,-0.5428844853369055
2025-09-18 10:56:12.915,SHORT,-2.7000000000007276,-1215.0000000003274,TIME,2.04,0.13862943611198905,-0.6670579708665516,0.8335289854332758,-0.9545454545454546,-0.7820529643381128
2025-09-18 12:06:08.058,LONG,-14.299999999999272,-6434.999999999673,TIME,2.2,0.10986122886802363,0.2730251314166679,0.6365125657083339,0.9636363636363636,0.5492696243045463
2025-09-22 10:51:02.017,SHORT,14.0,6300.0,TIME,2.04,0.05753641449041934,-1.0,1.0,-0.038461538461538464,-0.6153846153846154
2025-09-22 11:37:59.259,LONG,17.099999999998545,7694.999999999345,TIME,2.48,0.2995732273550353,0.7152678849502248,0.8576339424751124,0.6810344827586207,0.7015745240735831
2025-09-22 12:37:30.092,LONG,13.400000000001455,6030.000000000655,TIME,2.28,0.13350010667321485,0.8000173638424461,0.9000086819212231,0.3333333333333333,0.613343751638801
2025-09-22 14:26:31.243,LONG,-22.900000000001455,-10305.000000000655,SL,2.28,0.1734601055386204,0.5493279729531377,0.7746639864765689,0.6428571428571429,0.5867396409147398
2025-09-23 10:59:52.672,LONG,-24.099999999998545,-10844.999999999345,SL,2.2,0.2944438979162611,0.4871346970146429,0.7435673485073214,0.6875,0.5672808182087857
2025-09-23 11:34:17.910,SHORT,-24.900000000001455,-11205.000000000655,SL,2.08,0.2564949357457339,-0.7551078048486825,0.8775539024243413,-0.7142857142857143,-0.7387789686234951
2025-09-23 12:41:06.587,LONG,-22.900000000001455,-10305.000000000655,SL,2.6,0.2197224577352388,0.4419742273514301,0.720987113675715,0.8305084745762712,0.5973879262413666
2025-09-23 12:53:58.465,SHORT,-23.0,-10350.0,SL,2.16,0.13862943611380804,-0.5420719804467046,0.7710359902233522,-0.6891891891891891,-0.6009188639436984
2025-09-23 14:11:02.329,SHORT,60.20000000000073,27090.000000000327,TP,2.2,0.11786549963426955,-0.7662488422792592,0.8831244211396295,-0.5,-0.6597493053675555
2025-09-25 10:13:15.351,LONG,-21.0,-9450.0,SL,2.24,0.25649493574580384,1.0,1.0,0.0,0.6
2025-09-25 11:17:45.156,SHORT,40.400000000001455,18180.000000000655,TIME,2.16,0.19459101490553132,-1.0,1.0,0.0,-0.6
2025-09-25 14:44:46.249,SHORT,39.099999999998545,17594.999999999345,TIME,2.16,0.18925641683512437,-0.2955383660761476,0.6477691830380737,-0.9533333333333334,-0.5586563529790219
2025-10-03 13:40:47.953,SHORT,-21.200000000000728,-9540.000000000327,SL,2.12,0.16094379124304622,-0.2322004613449019,0.616100230672451,-0.9295774647887324,-0.5111512627224342
2025-10-06 10:00:35.316,LONG,5.400000000001455,2430.000000000655,TIME,2.16,0.24203681286467912,1.0,1.0,0.0,0.6
2025-10-06 10:55:51.543,LONG,13.0,5850.0,TIME,2.28,0.263905732959447,0.7778022821758682,0.888901141087934,0.10344827586206896,0.5080606796503485
2025-10-06 12:00:25.598,LONG,18.0,8100.0,TIME,2.28,0.2639057329591872,0.2710753041355245,0.6355376520677622,0.9166666666666666,0.5293118491479814
2025-10-06 13:22:35.180,LONG,1.7999999999992724,809.9999999996726,TIME,2.28,0.2708050201116762,0.6552413477190905,0.8276206738595453,0.5714285714285714,0.6217162372028828
2025-10-06 14:22:33.994,LONG,13.900000000001455,6255.000000000655,TIME,2.36,0.2708050201098572,0.4687690997598336,0.7343845498799169,0.6666666666666666,0.5479281265225668
2025-10-07 09:29:45.978,LONG,59.20000000000073,26640.000000000327,TP,2.6,0.17129785913766213,0.266806196800743,0.6334030984003715,0.8524590163934426,0.5010673246378228
2025-10-07 10:48:24.239,SHORT,17.0,7650.0,TIME,2.12,0.16094379124341002,-1.0,1.0,-0.125,-0.65
2025-10-07 11:38:50.756,LONG,44.099999999998545,19844.999999999345,TIME,2.64,0.20661963149290496,0.22932593519429928,0.6146629675971497,0.9720767888307156,0.5264262766488659
2025-10-07 13:17:42.616,LONG,-22.900000000001455,-10305.000000000655,SL,2.64,0.2525728644304618,0.548403697489843,0.7742018487449215,0.6363636363636364,0.5835876730393603
2025-10-07 13:39:14.077,LONG,17.0,7650.0,TIME,2.2,0.2533696813957317,0.4285906132803624,0.7142953066401813,0.8571428571428571,0.6000115108253603
2025-10-07 14:33:55.891,SHORT,20.599999999998545,9269.999999999345,TIME,2.08,0.1098612288672152,-0.7036850263867948,0.8518425131933974,-0.2857142857142857,-0.5364967301177911
2025-10-08 11:36:23.768,LONG,-13.69999999999709,-6164.99999999869,TIME,2.2,0.05007752879122688,0.2905527144339857,0.6452763572169928,0.96875,0.5618316286603915
2025-10-08 12:12:14.705,LONG,-21.599999999998545,-9719.999999999345,SL,2.08,0.2197224577352388,1.0,1.0,0.0,0.6
2025-10-08 12:42:02.577,SHORT,-21.799999999999272,-9809.999999999673,SL,2.12,0.1504077396774253,-0.8181741361927927,0.9090870680963963,-0.8333333333333334,-0.824237815049009
2025-10-08 13:37:36.493,LONG,-22.900000000001455,-10305.000000000655,SL,2.28,0.1347073647967169,0.7256335341202599,0.86281676706013,0.23148148148148148,0.5279727130647485
2025-10-08 14:22:04.538,LONG,-22.900000000001455,-10305.000000000655,SL,2.48,0.19459101490527148,0.2621930450412867,0.6310965225206434,0.9473684210526315,0.5362631954458247
2025-10-08 14:38:05.699,LONG,-1.0,-450.0,TIME,2.8,0.06539264674072237,0.48084212593150827,0.7404210629657542,0.8714285714285714,0.6370767041303336
2025-10-09 10:24:56.810,SHORT,-21.200000000000728,-9540.000000000327,SL,2.24,0.12039728043283612,-0.4684810954089905,0.7342405477044952,-0.6410256410256411,-0.5374989136556507
2025-10-09 10:54:21.147,LONG,59.0,26550.0,TP,2.16,0.06359887667166678,0.28741270948308445,0.6437063547415421,0.9038461538461539,0.5339860872283122
2025-10-09 11:59:03.860,LONG,-21.5,-9675.0,SL,2.4,0.19661128563717933,0.8769245350457309,0.9384622675228654,0.0,0.5261547210274385
2025-10-09 12:41:39.914,SHORT,-21.099999999998545,-9494.999999999345,SL,2.36,0.09650808960438037,-0.3501103829632469,0.6750551914816235,-0.7358490566037735,-0.5044058524194576
2025-10-09 12:58:32.153,SHORT,-5.200000000000728,-2340.0000000003274,TIME,2.0,0.11526795099415768,-0.8919118564544207,0.9459559282272104,-0.8333333333333334,-0.8684804472059858
2025-10-09 14:27:46.471,SHORT,-21.0,-9450.0,SL,2.0,0.15404450409506137,-0.9411861460687675,0.9705930730343838,-0.4117647058823529,-0.7294175699942016
2025-10-10 11:04:30.971,SHORT,12.900000000001455,5805.000000000655,TIME,2.24,0.18971199848883066,-0.47934682611035206,0.739673413055176,-0.6666666666666666,-0.5542747623328779
2025-10-10 13:58:34.362,SHORT,2.0,900.0,TIME,1.96,0.06678293725760286,-0.44832195541159325,0.7241609777057966,-1.0,-0.668993173246956
2025-10-13 09:52:39.807,LONG,-21.799999999999272,-9809.999999999673,SL,2.28,0.1845826690501522,0.8260785347660476,0.9130392673830239,0.46153846153846156,0.6802625054750132
2025-10-13 10:45:55.087,LONG,-21.600000000002183,-9720.000000000982,SL,2.32,0.06931471805417554,0.36910254577270524,0.6845512728863525,0.7073170731707317,0.5043883567319158
2025-10-13 11:07:08.541,LONG,-26.0,-11700.0,SL,2.28,0.21102132003427312,0.39766883772165984,0.69883441886083,0.7083333333333334,0.5219346359663293
2025-10-13 11:31:06.105,SHORT,-21.700000000000728,-9765.000000000327,SL,2.24,0.0980829253013242,-0.23082315763701636,0.6154115788185082,-0.9444444444444444,-0.5162716723599876
2025-10-13 12:22:36.775,SHORT,-23.599999999998545,-10619.999999999345,SL,2.0,0.16863989535704982,-0.6873135359550496,0.8436567679775249,-0.7222222222222222,-0.7012770104619187
2025-10-13 14:05:57.893,LONG,36.900000000001455,16605.000000000655,TIME,2.48,0.12878542883080496,0.25794476357718654,0.6289723817885933,0.9285714285714286,0.5261954295748834
2025-10-14 10:18:51.805,SHORT,-21.5,-9675.0,SL,2.08,0.27725887222363704,-0.6033956925634709,0.8016978462817355,-0.4,-0.5220374155380826
2025-10-14 13:15:31.347,LONG,37.0,16650.0,TIME,2.24,0.16094379124321162,1.0,1.0,0.0,0.6
2025-10-14 14:27:26.014,SHORT,-21.099999999998545,-9494.999999999345,SL,2.12,0.053062825106259835,-0.26988804055912596,0.634944020279563,-0.9266304347826086,-0.5325849982485191
2025-10-15 09:26:52.647,SHORT,33.29999999999927,14984.999999999673,TIME,2.4,0.14213856809293685,-0.46194471444631624,0.7309723572231581,-0.6144578313253012,-0.5229499611979103
2025-10-15 10:36:43.734,SHORT,-24.799999999999272,-11159.999999999673,SL,2.4,0.16094379124350097,-0.3725176293184148,0.6862588146592075,-0.7297297297297297,-0.5154024694829408
2025-10-15 11:14:00.255,SHORT,-22.599999999998545,-10169.999999999345,SL,2.2,0.27725887222545603,-0.6060957037044491,0.8030478518522245,-0.8571428571428571,-0.7065145650798124
2025-10-15 12:32:09.519,SHORT,-21.799999999999272,-9809.999999999673,SL,2.16,0.19459101490345249,-0.647194025537575,0.8235970127687875,-0.5882352941176471,-0.6236105329696038
2025-10-15 13:10:20.026,SHORT,-21.0,-9450.0,SL,2.04,0.2197224577352388,-0.8571471531650038,0.928573576582502,-0.8571428571428571,-0.8571454347561451
2025-10-15 13:37:02.076,SHORT,27.700000000000728,12465.000000000327,TIME,2.2,0.27408400239222674,-0.8857420998566644,0.9428710499283322,-0.7142857142857143,-0.8171595456282843
2025-10-15 15:06:14.740,SHORT,-21.0,-9450.0,SL,2.12,0.05653138090495643,-0.7192795807382791,0.8596397903691395,-0.3125,-0.5565677484429674
2025-10-16 09:58:32.301,LONG,12.599999999998545,5669.999999999345,TIME,2.2,0.15686159179136935,0.516090335769867,0.7580451678849335,0.6212121212121212,0.5581390499467687
2025-10-16 10:50:01.325,LONG,-1.8999999999978172,-854.9999999990177,TIME,2.48,0.23025850930085978,0.49038349965168404,0.745191749825842,0.6666666666666666,0.560896766457677
2025-10-16 11:45:29.987,SHORT,-21.0,-9450.0,SL,2.2,0.09444616088414289,-0.7143924192572704,0.8571962096286352,-0.23529411764705882,-0.5227530986131858
2025-10-16 13:37:58.925,SHORT,-22.0,-9900.0,SL,2.16,0.29957322735685427,-0.8333174143128174,0.9166587071564086,-0.058823529411764705,-0.5235198603523963
2025-10-16 14:32:25.977,LONG,5.0,2250.0,TIME,2.4,0.19459101490527148,0.6170261122428694,0.8085130561214346,0.7849462365591398,0.6841941619693775
2025-10-17 09:15:48.446,SHORT,-23.599999999998545,-10619.999999999345,SL,2.6,0.19526898360396033,-0.3724427492816956,0.6862213746408478,-0.8591731266149871,-0.5671349002150122
2025-10-17 10:01:27.991,LONG,59.0,26550.0,TP,2.32,0.24849066497880004,0.28209371893051666,0.6410468594652583,0.8378378378378378,0.5043913664934452
2025-10-17 14:08:56.185,LONG,-21.0,-9450.0,SL,2.32,0.13545456628057503,0.9394049393438576,0.9697024696719287,0.6333333333333333,0.8169762969396479
2025-10-20 10:22:58.729,LONG,-24.200000000000728,-10890.000000000327,SL,2.12,0.1442383827771494,0.6790451891771518,0.8395225945885759,0.42857142857142855,0.5788556849348625
2025-10-20 10:51:14.657,LONG,-21.0,-9450.0,SL,2.36,0.11394342831892743,0.2976199699137053,0.6488099849568526,0.9318181818181818,0.5512992546754959
2025-10-20 12:23:06.267,LONG,30.200000000000728,13590.000000000327,TIME,2.16,0.0916290731874155,0.7647460006450687,0.8823730003225344,0.21052631578947367,0.5430581267028307
2025-10-20 13:27:46.278,SHORT,17.299999999999272,7784.999999999673,TIME,2.2,0.20541237336959192,-0.3451612600631864,0.6725806300315933,-0.7333333333333333,-0.5004300893712452
2025-10-20 14:08:41.104,LONG,-21.599999999998545,-9719.999999999345,SL,2.28,0.28903717579123334,0.4348414529418428,0.7174207264709215,0.6,0.5009048717651057
2025-10-20 14:47:51.573,LONG,36.900000000001455,16605.000000000655,TIME,2.32,0.28033603809026764,0.7333089168702858,0.8666544584351429,0.41379310344827586,0.6055025915014818
2025-10-23 09:21:37.010,LONG,59.099999999998545,26594.999999999345,TP,2.84,0.15686159179144515,0.24604594231015722,0.6230229711550785,0.9072847682119205,0.5105414726708626
2025-10-23 09:50:35.786,SHORT,-21.5,-9675.0,SL,2.36,0.0733969175079594,-0.4217744330274276,0.7108872165137138,-0.7714285714285715,-0.5616360883878851
2025-10-23 11:05:07.977,SHORT,3.5,1575.0,TIME,2.44,0.1860752340713967,-0.3301191582944298,0.6650595791472149,-0.8148148148148148,-0.5239974209025838
2025-10-23 11:54:10.580,SHORT,-11.299999999999272,-5084.999999999673,TIME,2.4,0.14190841839429988,-0.3948137564443205,0.6974068782221602,-0.7674418604651163,-0.5438649980526389
2025-10-23 13:05:50.110,SHORT,44.20000000000073,19890.000000000327,TIME,2.08,0.29177707320808377,-0.8974551739209691,0.9487275869604845,0.0,-0.5384731043525814
2025-10-24 11:13:44.527,SHORT,-21.099999999998545,-9494.999999999345,SL,2.6,0.21690537003749802,-0.3699583258786787,0.6849791629393394,-0.7108433734939759,-0.5063123449247976
2025-10-24 12:01:47.491,LONG,-0.7000000000007276,-315.0000000003274,TIME,2.36,0.09057086225430071,0.6999282212144595,0.8499641106072298,0.29411764705882354,0.5376039915522051
2025-10-24 12:48:24.832,LONG,-21.30000000000291,-9585.00000000131,SL,2.24,0.14307461236892144,1.0,1.0,0.0,0.6
2025-10-24 13:29:18.591,SHORT,60.0,27000.0,TP,2.32,0.10986122886802363,-0.41176656447979576,0.7058832822398978,-0.6875,-0.5220599386878775
2025-10-24 13:45:36.398,LONG,34.0,15300.0,TIME,2.48,0.09162907318705171,0.44709786069043717,0.7235489303452186,0.6395348837209303,0.5240726699026343
2025-10-24 14:34:11.618,LONG,-23.400000000001455,-10530.000000000655,SL,2.48,0.1349926716949529,0.4636750252908878,0.7318375126454438,0.8151260504201681,0.6042554353426
2025-10-27 11:03:55.360,SHORT,-8.30000000000291,-3735.0000000013097,TIME,2.2,0.24277482359509048,-0.6996527603479966,0.8498263801739983,-0.29411764705882354,-0.5374387150323273
2025-10-27 11:43:46.169,LONG,-21.0,-9450.0,SL,2.2,0.2397895272800575,0.9428822302999832,0.9714411151499915,0.05,0.58572933817999
2025-10-27 12:11:20.373,LONG,-21.100000000002183,-9495.000000000982,SL,2.52,0.09985288301108537,0.4924290894002611,0.7462145447001306,0.5625,0.5204574536401566
2025-10-27 12:45:00.665,LONG,-21.0,-9450.0,SL,2.08,0.13862943611176168,1.0,1.0,0.21621621621621623,0.6864864864864865
2025-10-27 13:35:24.199,SHORT,-23.799999999999272,-10709.999999999673,SL,2.16,0.10245043165127887,-0.6116205412959451,0.8058102706479725,-0.375,-0.516972324777567
2025-10-27 14:09:10.609,SHORT,-21.799999999999272,-9809.999999999673,SL,1.96,0.2708050201098572,-1.0,1.0,0.0,-0.6
2025-10-28 10:24:42.183,LONG,-21.0,-9450.0,SL,2.68,0.19459101490570457,0.6126223288579615,0.8063111644289808,0.6333333333333333,0.6209067306481102
2025-10-28 10:55:28.958,LONG,-22.400000000001455,-10080.000000000655,SL,2.32,0.2708050201098572,0.3333969074550522,0.6666984537275261,0.8,0.5200381444730313
2025-10-28 11:11:29.212,LONG,26.400000000001455,11880.000000000655,TIME,2.32,0.2833213344053006,0.9444404226355311,0.9722202113177656,0.6190476190476191,0.8142833012003663
2025-10-28 12:19:58.023,LONG,59.79999999999927,26909.999999999673,TP,2.48,0.10414538748279827,0.39413133746823087,0.6970656687341155,0.8070175438596491,0.5592858200247981
2025-10-28 12:55:46.778,LONG,-30.299999999999272,-13634.999999999673,SL,2.2,0.24203681286467912,0.5058583671070618,0.7529291835535309,0.7837837837837838,0.6170285337777506
2025-10-28 13:22:42.044,LONG,-24.0,-10800.0,SL,2.16,0.27080502011046353,1.0,1.0,0.75,0.9
2025-10-28 13:54:57.564,SHORT,-22.700000000000728,-10215.000000000327,SL,2.12,0.15198257537436013,-0.6666359352594208,0.8333179676297103,-0.5263157894736842,-0.6105078769451262
2025-10-28 14:59:39.866,SHORT,-21.0,-9450.0,SL,2.04,0.10986122886681098,-1.0,1.0,-0.42857142857142855,-0.7714285714285714
2025-10-31 11:15:22.984,LONG,28.099999999998545,12644.999999999345,TIME,2.6,0.22617630984736387,0.3716585422327611,0.6858292711163806,0.8088235294117647,0.5465245371043626
2025-10-31 11:59:54.899,LONG,-21.80000000000291,-9810.00000000131,SL,2.48,0.12267874820916795,0.5460908462925866,0.7730454231462933,0.7014925373134329,0.6082515227009251
2025-10-31 14:24:13.793,SHORT,-21.0,-9450.0,SL,2.04,0.13545456628057503,-0.37996811731518954,0.6899840586575947,-0.9166666666666666,-0.5946475370557804
2025-10-31 14:39:50.510,SHORT,19.200000000000728,8640.000000000327,TIME,2.52,0.19218125974731473,-0.25254007862985967,0.6262700393149297,-0.8787878787878788,-0.5030391986930673
2025-11-04 10:04:04.111,SHORT,3.900000000001455,1755.0000000006548,TIME,2.2,0.1791759469228055,-0.3028288957944365,0.6514144478972183,-0.9,-0.5416973374766619
2025-11-04 12:01:34.397,LONG,-6.900000000001455,-3105.000000000655,TIME,2.4,0.10986122886681098,0.5631905323140465,0.7815952661570232,0.8955223880597015,0.6961232746123085
2025-11-04 12:50:04.139,SHORT,9.099999999998545,4094.999999999345,TIME,2.12,0.12039728043283612,-0.5001512158751245,0.7500756079375622,-0.7368421052631579,-0.5948275716303377
2025-11-04 13:27:39.928,SHORT,-22.400000000001455,-10080.000000000655,SL,2.08,0.06931471805781352,-1.0,1.0,0.0,-0.6
2025-11-04 13:58:51.261,LONG,-27.900000000001455,-12555.000000000655,SL,2.36,0.06931471805781352,0.5294119263325042,0.7647059631662521,0.6666666666666666,0.5843138224661693
2025-11-04 14:19:28.964,SHORT,-21.0,-9450.0,SL,2.4,0.06931471805599453,-0.7374713157629588,0.8687356578814793,-0.47107438016528924,-0.630912541523891
2025-11-04 14:45:56.240,SHORT,13.299999999999272,5984.999999999673,TIME,2.2,0.2890371757910312,-0.36594066598612757,0.6829703329930638,-0.7857142857142857,-0.5338501138773908
2025-11-06 09:44:31.229,SHORT,-22.900000000001455,-10305.000000000655,SL,2.36,0.2995732273550353,-0.5874523670394876,0.7937261835197438,-0.7916666666666666,-0.6691380868903591
2025-11-06 10:45:32.436,SHORT,-23.700000000000728,-10665.000000000327,SL,2.08,0.13121863889659688,-1.0,1.0,0.0,-0.6
2025-11-06 11:21:33.277,SHORT,-7.200000000000728,-3240.0000000003274,TIME,2.08,0.08960880245569326,-0.9607775247711428,0.9803887623855714,-0.14285714285714285,-0.6336093720055428
2025-11-06 11:59:54.003,LONG,-21.0,-9450.0,SL,2.28,0.2079441541693478,0.39786976034350713,0.6989348801717536,0.6666666666666666,0.5053885228727709
2025-11-06 14:00:25.560,SHORT,-21.200000000000728,-9540.000000000327,SL,2.28,0.06931471805660086,-1.0,1.0,0.0,-0.6
2025-11-07 12:04:30.376,LONG,11.200000000000728,5040.000000000327,TIME,2.36,0.1435084525289496,0.6201826580684,0.8100913290342,0.55,0.59210959484104
2025-11-07 12:44:03.679,SHORT,-21.0,-9450.0,SL,2.28,0.07419373447286844,-0.5002814031551098,0.750140701577555,-0.8076923076923077,-0.623245764969989
2025-11-07 14:18:22.755,LONG,63.70000000000073,28665.000000000327,TP,2.16,0.16677068205579387,1.0,1.0,0.75,0.9
2025-11-11 09:49:28.840,SHORT,-23.0,-10350.0,SL,2.16,0.09582549309733474,-0.5159858889850081,0.757992944492504,-0.6190476190476191,-0.5572105810100525
2025-11-11 11:41:54.930,LONG,62.0,27900.0,TP,2.08,0.05877866649017148,1.0,1.0,0.0,0.6
2025-11-11 12:47:44.245,LONG,37.0,16650.0,TIME,2.12,0.23025850930085978,1.0,1.0,0.3333333333333333,0.7333333333333333
2025-11-11 13:34:30.070,SHORT,-23.299999999999272,-10484.999999999673,SL,2.16,0.06931471805599453,-0.7777040047287792,0.8888520023643895,-0.1794871794871795,-0.5384172746321393
2025-11-11 14:13:06.126,SHORT,-21.0,-9450.0,SL,2.28,0.060613580357003996,-0.3196173549292827,0.6598086774646413,-0.8217821782178217,-0.5204832842446984
2025-11-11 14:28:28.318,LONG,-21.0,-9450.0,SL,2.32,0.17227665977408438,0.565489629947827,0.7827448149739136,0.5274725274725275,0.5502827889577072
2025-11-12 10:51:02.757,LONG,-2.0,-900.0,TIME,2.08,0.2302585092990408,1.0,1.0,0.25925925925925924,0.7037037037037037
2025-11-12 11:52:23.336,SHORT,-5.5,-2475.0,TIME,2.04,0.06931471805599453,-1.0,1.0,-0.18181818181818182,-0.6727272727272727
2025-11-12 13:08:30.397,SHORT,6.799999999999272,3059.9999999996726,TIME,2.08,0.06931471805599453,-1.0,1.0,-0.3333333333333333,-0.7333333333333333
2025-11-12 14:13:13.810,SHORT,-5.599999999998545,-2519.999999999345,TIME,2.28,0.26149597780382683,-0.6332492080296789,0.8166246040148395,-0.5652173913043478,-0.6060364813395465
