Entry_Time,Type,Entry,Exit,Net_Pts,PnL_INR,Reason
2025-09-03 10:52:48.456,LONG,24672.0,24665.0,-8.0,-3600.0,STOP
2025-09-03 11:22:30.649,SHORT,24687.0,24694.1,-8.099999999998545,-3644.999999999345,STOP
2025-09-03 12:12:41.992,LONG,24749.2,24741.3,-8.900000000001455,-4005.000000000655,STOP
2025-09-03 12:30:08.707,LONG,24757.0,24750.0,-8.0,-3600.0,STOP
2025-09-03 12:50:16.223,SHORT,24721.5,24730.0,-9.5,-4275.0,STOP
2025-09-03 13:25:02.818,SHORT,24720.0,24728.7,-9.700000000000728,-4365.000000000327,STOP
2025-09-03 13:58:43.076,LONG,24758.0,24773.1,14.099999999998545,6344.999999999345,TARGET
2025-09-04 09:16:16.072,LONG,24981.6,24973.2,-9.399999999997817,-4229.999999999018,STOP
2025-09-04 09:33:10.886,LONG,25020.0,25011.1,-9.900000000001455,-4455.000000000655,STOP
2025-09-04 09:57:19.640,SHORT,25002.9,25009.9,-8.0,-3600.0,STOP
2025-09-04 10:16:51.431,LONG,24944.7,24937.2,-8.5,-3825.0,STOP
2025-09-04 10:33:15.919,LONG,24946.9,24939.4,-8.5,-3825.0,STOP
2025-09-04 10:50:00.647,LONG,24938.0,24931.0,-8.0,-3600.0,STOP
2025-09-04 11:16:50.202,SHORT,24918.0,24925.0,-8.0,-3600.0,STOP
2025-09-04 11:42:24.688,LONG,24933.2,24925.2,-9.0,-4050.0,STOP
2025-09-04 12:07:28.781,SHORT,24940.8,24925.0,14.799999999999272,6659.999999999673,TARGET
2025-09-04 12:24:04.663,SHORT,24875.1,24882.2,-8.100000000002183,-3645.0000000009823,STOP
2025-09-04 12:45:47.205,LONG,24932.0,24923.9,-9.099999999998545,-4094.999999999345,STOP
2025-09-04 13:37:40.497,LONG,24922.0,24913.0,-10.0,-4500.0,STOP
2025-09-04 14:17:42.907,LONG,24873.2,24865.9,-8.299999999999272,-3734.9999999996726,STOP
2025-09-04 14:44:30.766,LONG,24872.0,24865.0,-8.0,-3600.0,STOP
2025-09-04 15:02:56.312,SHORT,24842.0,24826.0,15.0,6750.0,TARGET
2025-09-04 15:21:46.815,SHORT,24838.0,24845.0,-8.0,-3600.0,STOP
2025-09-05 09:16:06.547,LONG,24905.0,24897.9,-8.099999999998545,-3644.999999999345,STOP
2025-09-05 09:35:11.904,SHORT,24901.6,24910.0,-9.400000000001455,-4230.000000000655,STOP
2025-09-05 09:59:57.922,LONG,24882.2,24875.1,-8.100000000002183,-3645.0000000009823,STOP
2025-09-05 10:20:02.025,LONG,24750.0,24742.8,-8.200000000000728,-3690.0000000003274,STOP
2025-09-05 10:39:21.926,LONG,24804.0,24796.2,-8.799999999999272,-3959.9999999996726,STOP
2025-09-05 11:05:33.757,SHORT,24786.7,24794.2,-8.5,-3825.0,STOP
2025-09-05 11:29:22.208,LONG,24798.2,24790.8,-8.400000000001455,-3780.000000000655,STOP
2025-09-05 11:46:42.220,SHORT,24764.0,24771.0,-8.0,-3600.0,STOP
2025-09-05 12:03:59.201,LONG,24761.7,24754.5,-8.200000000000728,-3690.0000000003274,STOP
2025-09-05 12:31:47.339,SHORT,24751.2,24736.0,14.200000000000728,6390.000000000327,TARGET
