Date,Entry Time,Exit Time,Type,Entry Price,Exit Price,Net Points,PnL,Reason
2025-09-04,2025-09-04 10:47:03.917,2025-09-04 11:17:04.204,LONG,24920.0,24922.0,1.0,450.0,TIME
2025-09-04,2025-09-04 11:22:57.436,2025-09-04 11:52:57.565,LONG,24911.0,24918.9,6.900000000001455,3105.000000000655,TIME
2025-09-04,2025-09-04 11:59:35.264,2025-09-04 12:13:41.210,LONG,24924.0,24904.0,-21.0,-9450.0,SL
2025-09-04,2025-09-04 12:19:28.425,2025-09-04 12:24:16.920,LONG,24893.6,24872.0,-22.599999999998545,-10169.999999999345,SL
2025-09-04,2025-09-04 12:30:42.292,2025-09-04 12:50:08.892,LONG,24881.4,24923.9,41.5,18675.0,TRAIL_SL
2025-09-04,2025-09-04 12:56:53.230,2025-09-04 13:26:53.348,LONG,24929.2,24927.3,-2.900000000001455,-1305.0000000006548,TIME
2025-09-04,2025-09-04 13:35:00.015,2025-09-04 13:43:26.606,LONG,24921.0,24900.0,-22.0,-9900.0,SL
2025-09-04,2025-09-04 13:49:17.884,2025-09-04 14:16:56.207,LONG,24881.6,24861.6,-21.0,-9450.0,SL
2025-09-04,2025-09-04 14:23:16.962,2025-09-04 14:53:17.535,LONG,24845.9,24852.0,5.099999999998545,2294.999999999345,TIME
2025-09-04,2025-09-04 14:59:19.603,2025-09-04 15:04:49.220,LONG,24847.5,24826.0,-22.5,-10125.0,SL
2025-09-05,2025-09-05 09:15:30.897,2025-09-05 09:19:26.303,SHORT,24890.0,24911.0,-22.0,-9900.0,SL
2025-09-05,2025-09-05 09:25:00.910,2025-09-05 09:55:01.154,LONG,24888.0,24897.4,8.400000000001455,3780.000000000655,TIME
2025-09-05,2025-09-05 10:03:23.641,2025-09-05 10:08:56.717,LONG,24880.0,24860.0,-21.0,-9450.0,SL
2025-09-05,2025-09-05 10:14:32.984,2025-09-05 10:21:17.699,SHORT,24777.8,24740.0,36.79999999999927,16559.999999999673,TRAIL_SL
2025-09-05,2025-09-05 10:27:11.231,2025-09-05 10:53:37.668,LONG,24788.0,24766.4,-22.599999999998545,-10169.999999999345,SL
2025-09-05,2025-09-05 10:59:23.171,2025-09-05 11:29:23.500,LONG,24777.9,24798.2,19.299999999999272,8684.999999999673,TIME
2025-09-05,2025-09-05 11:35:26.222,2025-09-05 11:44:28.179,LONG,24791.0,24771.0,-21.0,-9450.0,SL
2025-09-05,2025-09-05 11:50:00.504,2025-09-05 12:19:49.487,LONG,24761.0,24741.0,-21.0,-9450.0,SL
2025-09-05,2025-09-05 12:27:37.243,2025-09-05 12:34:32.459,LONG,24753.0,24733.0,-21.0,-9450.0,SL
2025-09-05,2025-09-05 12:40:59.711,2025-09-05 13:11:00.038,LONG,24740.0,24754.0,13.0,5850.0,TIME
2025-09-05,2025-09-05 13:18:31.862,2025-09-05 13:22:56.255,LONG,24780.0,24760.0,-21.0,-9450.0,SL
2025-09-05,2025-09-05 13:34:46.563,2025-09-05 13:49:27.493,LONG,24790.0,24855.0,64.0,28800.0,TRAIL_SL
2025-09-05,2025-09-05 13:55:07.519,2025-09-05 14:01:27.808,LONG,24857.8,24882.8,24.0,10800.0,TRAIL_SL
2025-09-05,2025-09-05 14:09:10.566,2025-09-05 14:36:38.047,LONG,24856.0,24835.9,-21.099999999998545,-9494.999999999345,SL
2025-09-05,2025-09-05 14:42:53.042,2025-09-05 15:12:53.548,LONG,24840.0,24850.0,9.0,4050.0,TIME
2025-09-05,2025-09-05 15:19:01.317,2025-09-05 15:30:00.584,LONG,24851.4,24849.6,-2.8000000000029104,-1260.0000000013097,EOD
2025-09-08,2025-09-08 09:15:33.099,2025-09-08 09:19:25.367,LONG,24896.9,24876.0,-21.900000000001455,-9855.000000000655,SL
2025-09-08,2025-09-08 09:24:52.854,2025-09-08 09:38:26.602,LONG,24863.0,24920.0,56.0,25200.0,TRAIL_SL
2025-09-08,2025-09-08 09:44:01.632,2025-09-08 09:55:49.639,LONG,24921.0,24900.5,-21.5,-9675.0,SL
2025-09-08,2025-09-08 10:01:19.620,2025-09-08 10:14:52.610,LONG,24915.0,24895.0,-21.0,-9450.0,SL
2025-09-08,2025-09-08 10:20:53.394,2025-09-08 10:31:03.144,LONG,24900.0,24877.3,-23.700000000000728,-10665.000000000327,SL
2025-09-08,2025-09-08 10:37:16.932,2025-09-08 11:07:17.454,LONG,24877.4,24889.0,10.599999999998545,4769.999999999345,TIME
2025-09-08,2025-09-08 11:15:32.242,2025-09-08 11:45:32.417,LONG,24915.0,24927.0,11.0,4950.0,TIME
2025-09-08,2025-09-08 11:54:13.926,2025-09-08 12:24:15.289,LONG,24916.0,24936.0,19.0,8550.0,TIME
2025-09-08,2025-09-08 12:35:56.944,2025-09-08 12:40:52.971,SHORT,24949.0,24969.0,-21.0,-9450.0,SL
2025-09-08,2025-09-08 12:47:34.724,2025-09-08 13:17:34.728,LONG,24968.0,24965.0,-4.0,-1800.0,TIME
2025-09-08,2025-09-08 13:23:35.489,2025-09-08 13:48:11.501,LONG,24955.0,24933.6,-22.400000000001455,-10080.000000000655,SL
2025-09-08,2025-09-08 13:57:32.301,2025-09-08 14:06:52.521,LONG,24950.0,24929.0,-22.0,-9900.0,SL
2025-09-08,2025-09-08 14:16:32.199,2025-09-08 14:46:33.103,LONG,24955.0,24951.3,-4.700000000000728,-2115.0000000003274,TIME
2025-09-08,2025-09-08 14:51:58.812,2025-09-08 14:53:10.842,LONG,24920.0,24900.0,-21.0,-9450.0,SL
2025-09-08,2025-09-08 14:58:52.555,2025-09-08 15:01:32.756,LONG,24905.0,24884.0,-22.0,-9900.0,SL
2025-09-08,2025-09-08 15:09:38.320,2025-09-08 15:24:54.331,SHORT,24885.6,24908.0,-23.400000000001455,-10530.000000000655,SL
2025-09-09,2025-09-09 09:24:45.654,2025-09-09 09:54:45.892,LONG,24950.0,24954.0,3.0,1350.0,TIME
2025-09-09,2025-09-09 10:00:17.383,2025-09-09 10:15:48.464,LONG,24942.0,24921.4,-21.599999999998545,-9719.999999999345,SL
2025-09-09,2025-09-09 10:21:55.959,2025-09-09 10:51:56.961,SHORT,24915.2,24927.0,-12.799999999999272,-5759.999999999673,TIME
2025-09-09,2025-09-09 11:07:32.909,2025-09-09 11:37:33.725,LONG,24943.8,24941.0,-3.7999999999992724,-1709.9999999996726,TIME
2025-09-09,2025-09-09 11:46:42.899,2025-09-09 12:06:57.548,LONG,24943.0,24923.0,-21.0,-9450.0,SL
2025-09-09,2025-09-09 12:13:00.985,2025-09-09 12:43:01.035,LONG,24930.0,24942.5,11.5,5175.0,TIME
2025-09-09,2025-09-09 12:48:34.031,2025-09-09 13:18:35.288,SHORT,24958.5,24946.9,10.599999999998545,4769.999999999345,TIME
2025-09-09,2025-09-09 13:28:07.134,2025-09-09 13:58:07.833,SHORT,24949.1,24947.5,0.5999999999985448,269.99999999934516,TIME
2025-09-09,2025-09-09 14:04:40.288,2025-09-09 14:34:40.527,LONG,24953.0,24959.6,5.599999999998545,2519.999999999345,TIME
2025-09-09,2025-09-09 14:41:52.563,2025-09-09 15:11:52.845,LONG,24943.0,24949.0,5.0,2250.0,TIME
2025-09-10,2025-09-10 09:15:26.479,2025-09-10 09:23:28.021,SHORT,25030.1,25052.0,-22.900000000001455,-10305.000000000655,SL
2025-09-10,2025-09-10 09:28:57.006,2025-09-10 09:47:38.727,LONG,25058.5,25083.0,23.5,10575.0,TRAIL_SL
2025-09-10,2025-09-10 09:53:04.786,2025-09-10 10:23:04.901,LONG,25080.0,25085.6,4.599999999998545,2069.999999999345,TIME
2025-09-10,2025-09-10 10:28:29.821,2025-09-10 10:41:59.698,LONG,25116.0,25096.0,-21.0,-9450.0,SL
2025-09-10,2025-09-10 10:47:40.649,2025-09-10 11:17:40.679,LONG,25084.7,25097.1,11.399999999997817,5129.999999999018,TIME
2025-09-10,2025-09-10 11:23:04.476,2025-09-10 11:53:05.432,LONG,25080.0,25080.0,-1.0,-450.0,TIME
2025-09-10,2025-09-10 12:00:45.470,2025-09-10 12:18:31.699,SHORT,25071.4,25092.0,-21.599999999998545,-9719.999999999345,SL
2025-09-10,2025-09-10 12:25:17.499,2025-09-10 12:55:18.487,LONG,25087.5,25073.7,-14.799999999999272,-6659.999999999673,TIME
2025-09-10,2025-09-10 13:00:46.989,2025-09-10 13:16:45.538,LONG,25067.0,25045.0,-23.0,-10350.0,SL
2025-09-10,2025-09-10 13:22:41.030,2025-09-10 13:52:41.238,LONG,25054.3,25060.0,4.700000000000728,2115.0000000003274,TIME
2025-09-10,2025-09-10 13:59:20.510,2025-09-10 14:29:20.780,LONG,25050.0,25050.0,-1.0,-450.0,TIME
2025-09-10,2025-09-10 14:35:01.854,2025-09-10 15:05:02.118,LONG,25054.9,25061.1,5.19999999999709,2339.9999999986903,TIME
2025-09-11,2025-09-11 09:15:47.095,2025-09-11 09:45:47.311,LONG,25064.0,25077.4,12.400000000001455,5580.000000000655,TIME
2025-09-11,2025-09-11 09:51:41.080,2025-09-11 10:08:53.118,LONG,25076.0,25056.0,-21.0,-9450.0,SL
2025-09-11,2025-09-11 10:15:37.694,2025-09-11 10:45:38.338,LONG,25062.5,25070.0,6.5,2925.0,TIME
2025-09-11,2025-09-11 10:54:59.376,2025-09-11 11:24:59.395,LONG,25078.5,25085.6,6.099999999998545,2744.999999999345,TIME
2025-09-11,2025-09-11 11:35:47.244,2025-09-11 12:05:47.411,LONG,25073.0,25076.0,2.0,900.0,TIME
2025-09-11,2025-09-11 12:19:43.461,2025-09-11 12:33:03.961,SHORT,25091.3,25111.5,-21.200000000000728,-9540.000000000327,SL
2025-09-11,2025-09-11 12:39:51.905,2025-09-11 13:09:52.616,LONG,25097.0,25104.0,6.0,2700.0,TIME
2025-09-11,2025-09-11 13:20:11.660,2025-09-11 13:50:12.516,LONG,25093.0,25114.0,20.0,9000.0,TIME
2025-09-11,2025-09-11 14:01:11.771,2025-09-11 14:31:13.235,LONG,25102.0,25114.8,11.799999999999272,5309.999999999673,TIME
2025-09-11,2025-09-11 14:37:20.892,2025-09-11 15:07:21.343,LONG,25098.0,25101.1,2.099999999998545,944.9999999993452,TIME
2025-09-12,2025-09-12 09:15:27.744,2025-09-12 09:45:27.975,SHORT,25152.7,25140.5,11.200000000000728,5040.000000000327,TIME
2025-09-12,2025-09-12 09:51:03.980,2025-09-12 10:21:04.740,LONG,25150.0,25168.0,17.0,7650.0,TIME
2025-09-12,2025-09-12 10:29:36.497,2025-09-12 10:59:36.753,LONG,25165.8,25173.3,6.5,2925.0,TIME
2025-09-12,2025-09-12 11:05:36.514,2025-09-12 11:35:36.535,LONG,25183.3,25210.0,25.700000000000728,11565.000000000327,TIME
2025-09-12,2025-09-12 11:42:21.570,2025-09-12 12:12:22.066,LONG,25210.0,25212.0,1.0,450.0,TIME
2025-09-12,2025-09-12 12:18:07.320,2025-09-12 12:48:07.609,LONG,25210.9,25201.6,-10.30000000000291,-4635.00000000131,TIME
2025-09-12,2025-09-12 12:54:54.115,2025-09-12 13:24:56.892,LONG,25195.4,25213.7,17.299999999999272,7784.999999999673,TIME
2025-09-12,2025-09-12 13:30:49.889,2025-09-12 13:50:31.146,LONG,25212.8,25192.8,-21.0,-9450.0,SL
2025-09-12,2025-09-12 13:58:27.407,2025-09-12 14:28:27.434,LONG,25215.0,25212.7,-3.2999999999992724,-1484.9999999996726,TIME
2025-09-12,2025-09-12 14:34:52.890,2025-09-12 15:04:53.670,LONG,25206.0,25199.0,-8.0,-3600.0,TIME
2025-09-12,2025-09-12 15:10:40.938,2025-09-12 15:30:00.489,LONG,25203.0,25209.7,5.700000000000728,2565.0000000003274,EOD
2025-09-18,2025-09-18 09:15:41.321,2025-09-18 09:25:35.364,SHORT,25490.0,25510.0,-21.0,-9450.0,SL
2025-09-18,2025-09-18 09:31:57.176,2025-09-18 10:01:57.959,LONG,25505.0,25495.2,-10.799999999999272,-4859.999999999673,TIME
2025-09-18,2025-09-18 10:08:23.672,2025-09-18 10:38:26.965,LONG,25505.0,25500.3,-5.700000000000728,-2565.0000000003274,TIME
2025-09-18,2025-09-18 10:43:46.461,2025-09-18 11:13:46.597,LONG,25513.1,25516.4,2.3000000000029104,1035.0000000013097,TIME
2025-09-18,2025-09-18 11:20:30.114,2025-09-18 11:50:30.495,LONG,25515.0,25501.9,-14.099999999998545,-6344.999999999345,TIME
2025-09-18,2025-09-18 11:56:26.957,2025-09-18 12:26:27.157,LONG,25500.0,25507.1,6.099999999998545,2744.999999999345,TIME
2025-09-18,2025-09-18 12:32:18.726,2025-09-18 12:37:40.753,LONG,25500.0,25480.0,-21.0,-9450.0,SL
2025-09-18,2025-09-18 12:43:29.560,2025-09-18 13:01:44.993,LONG,25470.0,25450.0,-21.0,-9450.0,SL
2025-09-18,2025-09-18 13:11:49.681,2025-09-18 13:41:50.095,SHORT,25455.4,25467.0,-12.599999999998545,-5669.999999999345,TIME
2025-09-18,2025-09-18 13:47:23.770,2025-09-18 14:06:44.469,LONG,25473.0,25453.0,-21.0,-9450.0,SL
2025-09-18,2025-09-18 14:12:57.242,2025-09-18 14:42:57.257,LONG,25461.9,25446.7,-16.200000000000728,-7290.000000000327,TIME
2025-09-18,2025-09-18 14:51:40.810,2025-09-18 15:21:44.444,LONG,25470.3,25512.1,40.79999999999927,18359.999999999673,TIME
2025-09-22,2025-09-22 09:15:54.694,2025-09-22 09:24:46.202,SHORT,25328.9,25349.9,-22.0,-9900.0,SL
2025-09-22,2025-09-22 09:33:01.723,2025-09-22 10:03:02.506,LONG,25365.0,25376.1,10.099999999998545,4544.999999999345,TIME
2025-09-22,2025-09-22 10:11:41.738,2025-09-22 10:22:05.753,LONG,25387.5,25366.2,-22.299999999999272,-10034.999999999673,SL
2025-09-22,2025-09-22 10:30:05.261,2025-09-22 11:00:06.255,LONG,25385.0,25379.0,-7.0,-3150.0,TIME
2025-09-22,2025-09-22 11:09:39.519,2025-09-22 11:21:50.758,LONG,25375.0,25350.0,-26.0,-11700.0,SL
2025-09-22,2025-09-22 11:32:59.569,2025-09-22 12:02:59.772,LONG,25347.0,25359.8,11.799999999999272,5309.999999999673,TIME
2025-09-22,2025-09-22 12:09:09.576,2025-09-22 12:39:11.109,LONG,25357.1,25359.6,1.5,675.0,TIME
2025-09-22,2025-09-22 12:45:28.341,2025-09-22 13:15:28.606,LONG,25375.0,25373.5,-2.5,-1125.0,TIME
2025-09-22,2025-09-22 13:23:49.932,2025-09-22 13:53:50.617,LONG,25355.0,25357.0,1.0,450.0,TIME
2025-09-22,2025-09-22 14:01:06.599,2025-09-22 14:07:58.399,SHORT,25339.1,25360.0,-21.900000000001455,-9855.000000000655,SL
2025-09-22,2025-09-22 14:14:29.107,2025-09-22 14:44:30.414,SHORT,25351.3,25268.0,82.29999999999927,37034.99999999967,TIME
2025-09-22,2025-09-22 14:52:42.438,2025-09-22 15:22:44.404,LONG,25279.0,25278.0,-2.0,-900.0,TIME
2025-09-23,2025-09-23 09:16:46.334,2025-09-23 09:25:06.825,LONG,25281.7,25261.5,-21.200000000000728,-9540.000000000327,SL
2025-09-23,2025-09-23 09:31:39.338,2025-09-23 09:42:04.353,LONG,25230.0,25208.0,-23.0,-10350.0,SL
2025-09-23,2025-09-23 09:48:28.605,2025-09-23 10:18:28.636,LONG,25194.6,25203.1,7.5,3375.0,TIME
2025-09-23,2025-09-23 10:24:36.855,2025-09-23 10:54:37.847,LONG,25182.0,25193.4,10.400000000001455,4680.000000000655,TIME
2025-09-23,2025-09-23 11:03:37.494,2025-09-23 11:12:48.185,LONG,25193.7,25173.6,-21.100000000002183,-9495.000000000982,SL
2025-09-23,2025-09-23 11:19:13.270,2025-09-23 11:49:13.525,LONG,25163.0,25182.3,18.299999999999272,8234.999999999673,TIME
2025-09-23,2025-09-23 11:56:00.549,2025-09-23 12:26:00.702,LONG,25195.0,25210.2,14.200000000000728,6390.000000000327,TIME
2025-09-23,2025-09-23 12:31:37.471,2025-09-23 12:37:48.985,LONG,25229.9,25273.8,42.89999999999782,19304.999999999018,TRAIL_SL
2025-09-23,2025-09-23 12:43:51.462,2025-09-23 12:45:18.958,LONG,25269.9,25248.4,-22.5,-10125.0,SL
2025-09-23,2025-09-23 12:51:27.474,2025-09-23 13:21:28.031,LONG,25260.0,25271.1,10.099999999998545,4544.999999999345,TIME
2025-09-23,2025-09-23 13:30:02.608,2025-09-23 14:00:03.049,LONG,25285.0,25283.9,-2.099999999998545,-944.9999999993452,TIME
2025-09-23,2025-09-23 14:07:25.512,2025-09-23 14:15:37.268,SHORT,25325.2,25273.7,50.5,22725.0,TRAIL_SL
2025-09-23,2025-09-23 14:25:08.045,2025-09-23 14:30:47.050,LONG,25295.0,25275.0,-21.0,-9450.0,SL
2025-09-23,2025-09-23 14:37:58.905,2025-09-23 15:02:35.480,LONG,25280.0,25260.0,-21.0,-9450.0,SL
2025-09-23,2025-09-23 15:08:05.828,2025-09-23 15:30:01.196,LONG,25255.0,25252.1,-3.900000000001455,-1755.0000000006548,EOD
2025-09-25,2025-09-25 09:15:59.628,2025-09-25 09:16:44.621,SHORT,25058.5,25079.0,-21.5,-9675.0,SL
2025-09-25,2025-09-25 09:22:40.597,2025-09-25 09:52:40.632,SHORT,25113.1,25096.4,15.69999999999709,7064.99999999869,TIME
2025-09-25,2025-09-25 09:58:31.197,2025-09-25 10:03:22.876,LONG,25102.4,25080.4,-23.0,-10350.0,SL
2025-09-25,2025-09-25 10:10:27.171,2025-09-25 10:35:54.427,LONG,25083.5,25063.2,-21.299999999999272,-9584.999999999673,SL
2025-09-25,2025-09-25 10:42:04.170,2025-09-25 11:12:04.400,LONG,25048.1,25070.0,20.900000000001455,9405.000000000655,TIME
2025-09-25,2025-09-25 11:17:53.752,2025-09-25 11:42:01.723,LONG,25070.0,25050.0,-21.0,-9450.0,SL
2025-09-25,2025-09-25 11:47:42.215,2025-09-25 12:17:43.241,SHORT,25030.6,25024.0,5.599999999998545,2519.999999999345,TIME
2025-09-25,2025-09-25 12:25:36.901,2025-09-25 12:55:37.678,LONG,25021.4,25030.0,7.599999999998545,3419.999999999345,TIME
2025-09-25,2025-09-25 13:02:15.840,2025-09-25 13:32:19.357,LONG,25036.6,25034.6,-3.0,-1350.0,TIME
2025-09-25,2025-09-25 13:45:32.621,2025-09-25 13:57:20.479,LONG,25051.4,25031.3,-21.100000000002183,-9495.000000000982,SL
2025-09-25,2025-09-25 14:03:06.667,2025-09-25 14:11:22.538,LONG,25029.0,25008.6,-21.400000000001455,-9630.000000000655,SL
2025-09-25,2025-09-25 14:17:23.904,2025-09-25 14:35:13.211,LONG,25023.5,25003.0,-21.5,-9675.0,SL
2025-09-25,2025-09-25 14:40:57.749,2025-09-25 14:51:53.399,LONG,25006.9,24986.9,-21.0,-9450.0,SL
2025-09-25,2025-09-25 14:57:43.190,2025-09-25 15:27:43.973,SHORT,24991.9,24972.0,18.900000000001455,8505.000000000655,TIME
2025-10-03,2025-10-03 11:41:08.886,2025-10-03 12:11:09.124,LONG,24942.0,24955.3,12.299999999999272,5534.999999999673,TIME
2025-10-03,2025-10-03 12:16:52.633,2025-10-03 12:34:01.396,LONG,24943.0,24919.8,-24.200000000000728,-10890.000000000327,SL
2025-10-03,2025-10-03 12:40:11.175,2025-10-03 13:10:11.453,LONG,24934.8,24961.8,26.0,11700.0,TIME
2025-10-03,2025-10-03 13:34:29.209,2025-10-03 14:04:29.463,LONG,24948.0,24950.0,1.0,450.0,TIME
2025-10-03,2025-10-03 14:11:13.246,2025-10-03 14:41:13.477,LONG,24938.3,24984.4,45.10000000000218,20295.000000000982,TIME
2025-10-03,2025-10-03 14:46:44.245,2025-10-03 15:16:44.758,LONG,24990.0,25003.5,12.5,5625.0,TIME
2025-10-06,2025-10-06 09:17:51.632,2025-10-06 09:29:33.722,LONG,25015.0,24995.0,-21.0,-9450.0,SL
2025-10-06,2025-10-06 09:35:05.936,2025-10-06 09:52:44.146,LONG,25000.0,25045.6,44.599999999998545,20069.999999999345,TRAIL_SL
2025-10-06,2025-10-06 09:58:15.288,2025-10-06 10:13:27.352,SHORT,25043.7,25066.0,-23.299999999999272,-10484.999999999673,SL
2025-10-06,2025-10-06 10:19:28.553,2025-10-06 10:49:28.730,LONG,25069.0,25071.9,1.9000000000014552,855.0000000006548,TIME
2025-10-06,2025-10-06 10:55:44.984,2025-10-06 11:25:46.091,LONG,25080.0,25094.0,13.0,5850.0,TIME
2025-10-06,2025-10-06 11:31:33.900,2025-10-06 11:59:03.870,LONG,25108.0,25087.9,-21.099999999998545,-9494.999999999345,SL
2025-10-06,2025-10-06 12:04:56.153,2025-10-06 12:34:56.432,LONG,25103.0,25108.0,4.0,1800.0,TIME
2025-10-06,2025-10-06 12:46:18.942,2025-10-06 13:16:19.515,LONG,25120.0,25155.5,34.5,15525.0,TIME
2025-10-06,2025-10-06 13:21:55.718,2025-10-06 13:45:07.383,LONG,25152.2,25182.6,29.399999999997817,13229.999999999018,TRAIL_SL
2025-10-06,2025-10-06 13:50:57.652,2025-10-06 14:20:58.222,LONG,25165.0,25165.0,-1.0,-450.0,TIME
2025-10-06,2025-10-06 14:30:00.960,2025-10-06 15:00:01.347,LONG,25160.0,25184.0,23.0,10350.0,TIME
2025-10-07,2025-10-07 09:15:33.292,2025-10-07 09:37:45.116,SHORT,25204.0,25224.4,-21.400000000001455,-9630.000000000655,SL
2025-10-07,2025-10-07 09:43:20.507,2025-10-07 09:58:55.579,LONG,25234.0,25274.5,39.5,17775.0,TRAIL_SL
2025-10-07,2025-10-07 10:04:58.222,2025-10-07 10:24:34.401,LONG,25290.0,25270.0,-21.0,-9450.0,SL
2025-10-07,2025-10-07 10:36:52.546,2025-10-07 11:03:19.474,LONG,25264.9,25244.0,-21.900000000001455,-9855.000000000655,SL
2025-10-07,2025-10-07 11:11:42.513,2025-10-07 11:21:07.425,LONG,25250.0,25227.0,-24.0,-10800.0,SL
2025-10-07,2025-10-07 11:26:33.514,2025-10-07 11:36:01.594,LONG,25220.0,25198.9,-22.099999999998545,-9944.999999999345,SL
