Date,Entry_Time,Side,Net_Pts,Net_INR,Exit_Reason
2025-11-11,2025-11-11 09:15:52.074,LONG,-31.0,-2325.0,SL
2025-11-11,2025-11-11 09:17:06.147,SHORT,79.40000000000146,5955.000000000109,TP
2025-11-11,2025-11-11 09:33:52.877,SHORT,-34.79999999999927,-2609.9999999999454,SL
2025-11-11,2025-11-11 09:45:28.845,SHORT,0.0,0.0,TRAIL/BE
2025-11-11,2025-11-11 10:10:17.826,SHORT,46.79999999999927,3509.9999999999454,TIME
2025-11-11,2025-11-11 10:32:15.129,SHORT,23.0,1725.0,TIME
2025-11-11,2025-11-11 10:53:01.381,SHORT,-11.5,-862.5,TIME
2025-11-11,2025-11-11 11:13:34.690,SHORT,10.799999999999272,809.9999999999454,TIME
2025-11-11,2025-11-11 11:41:22.253,SHORT,-34.900000000001455,-2617.500000000109,SL
2025-11-11,2025-11-11 11:54:13.909,SHORT,0.2000000000007276,15.00000000005457,TIME
2025-11-11,2025-11-11 12:17:41.011,SHORT,-31.0,-2325.0,SL
2025-11-11,2025-11-11 12:30:16.212,SHORT,-8.5,-637.5,TIME
2025-11-11,2025-11-11 12:50:22.573,SHORT,7.400000000001455,555.0000000001091,TIME
2025-11-11,2025-11-11 13:14:54.737,SHORT,-31.0,-2325.0,SL
2025-11-11,2025-11-11 13:25:10.020,SHORT,-32.20000000000073,-2415.0000000000546,SL
